1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.861420	0.000000	10.688377	0.034162	172.0
1	-0.918758	0.000000	10.688377	0.033304	4.3
2	-0.890728	0.000000	10.688377	0.023474	3.6
3	-0.877990	0.000000	10.688377	0.025080	3.8
4	-0.874493	0.000000	10.688377	0.020267	4.5
5	-0.890750	0.000000	10.688377	0.013986	3.2
6	-0.917219	0.000000	10.688377	0.015456	3.1
7	-0.902437	0.000000	10.688377	0.013537	2.9
8	-0.892131	0.000000	10.688377	0.019383	3.0
9	-0.895485	0.000000	10.688377	0.014125	3.0
10	-0.902140	0.000000	10.688377	0.011490	3.1
11	-0.871093	0.000000	10.688377	0.010790	3.2
12	-0.901150	0.000000	10.688377	0.009888	2.9
13	-0.903309	0.000000	10.688377	0.012659	3.1
14	-0.908437	0.000000	10.688377	0.012075	3.0
15	-0.923304	0.000000	10.688377	0.011200	3.0
16	-0.922899	0.000000	10.688377	0.016679	3.4
17	-0.902546	1.000000	10.202542	0.012343	2.9
18	-0.881177	0.924105	10.237860	0.012415	3.0
19	-0.935502	0.848210	10.273424	0.008954	3.3
20	-0.936480	0.772315	10.309235	0.008433	3.3
21	-0.918989	0.696420	10.345297	0.010384	3.4
22	-0.928744	1.696419	9.889486	0.007734	3.0
23	-0.855683	2.696417	9.472146	0.010519	3.0
24	-0.911885	3.696417	9.088603	0.011629	3.4
25	-0.891470	4.563664	8.780272	0.009594	3.4
26	-0.896244	4.487770	8.806417	0.007612	3.6
27	-0.904914	4.411875	8.832718	0.013663	3.3
28	-0.888410	4.335980	8.859177	0.008600	3.4
29	-0.852858	5.318450	8.528463	0.007902	3.0
30	-0.912566	5.266620	8.545291	0.011818	3.4
31	-0.944492	5.190725	8.570054	0.006617	3.0
32	-0.896188	5.118519	8.593746	0.012326	3.1
33	-0.921161	5.042624	8.618790	0.008163	2.9
34	-0.894673	6.042622	8.300080	0.010022	3.0
35	-0.923041	7.042622	8.004099	0.018943	3.0
36	-0.950793	8.042622	7.728500	0.006987	3.1
37	-0.938323	7.966727	7.748750	0.017232	3.2
38	-0.903021	8.966727	7.490171	0.008851	3.2
39	-0.904882	8.922931	7.501134	0.006819	3.3
40	-0.940799	9.533291	7.351187	0.009106	2.9
41	-0.921257	9.473618	7.365582	0.007265	3.2
42	-0.892760	10.456906	7.135346	0.009272	3.1
43	-0.885614	11.440161	6.919075	0.007207	3.0
44	-0.925014	12.440156	6.712167	0.010799	3.0
45	-0.903731	13.440156	6.517274	0.007918	3.0
46	-0.885934	14.440155	6.333379	0.013129	2.9
47	-0.871425	15.440155	6.159576	0.008091	2.9
48	-0.903986	16.440155	5.995058	0.008018	3.2
49	-0.935704	16.364306	6.007228	0.009798	3.1
50	-0.930837	17.352150	5.852499	0.006265	3.1
51	-0.902802	17.276747	5.864028	0.009797	3.0
52	-0.911740	17.200852	5.875678	0.014559	3.4
53	-0.921023	18.200852	5.725792	0.009174	3.2
54	-0.892306	19.200598	5.583398	0.011207	2.9
55	-0.934832	19.124703	5.593958	0.012070	2.9
56	-0.896656	20.124689	5.457936	0.006648	3.0
57	-0.913728	21.124689	5.328370	0.007082	3.3
58	-0.926529	21.048864	5.337978	0.011395	2.9
59	-0.917267	22.048864	5.213980	0.009072	2.9
60	-0.899790	21.972969	5.223189	0.007118	2.9
61	-0.937549	21.907033	5.231215	0.006895	2.9
62	-0.907705	22.907030	5.112073	0.014471	2.9
63	-0.903299	22.964006	5.105447	0.011144	3.1
