1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.350503	0.000000	1172.889848	0.002021	242.3
1	-0.381556	0.000000	1172.889848	0.001748	2.3
2	-0.359834	0.000000	1172.889848	0.003327	2.3
3	-0.380233	0.000000	1172.889848	0.003136	2.3
4	-0.407730	0.000000	1172.889848	0.002379	2.3
5	-0.396935	0.000000	1172.889848	0.002322	2.3
6	-0.393219	0.000000	1172.889848	0.003814	2.5
7	-0.395978	0.000000	1172.889848	0.002939	2.4
8	-0.394983	0.000000	1172.889848	0.002190	2.3
9	-0.420719	0.000000	1172.889848	0.002751	2.3
10	-0.426737	0.000000	1172.889848	0.003083	2.3
11	-0.410983	0.000000	1172.889848	0.002196	2.3
12	-0.445957	0.000000	1172.889848	0.002755	2.4
13	-0.468916	0.000000	1172.889848	0.002805	2.5
14	-0.445868	0.000000	1172.889848	0.002369	2.5
15	-0.468369	0.000000	1172.889848	0.002641	2.5
16	-0.473898	0.000000	1172.889848	0.002146	2.6
17	-0.457045	0.000000	1172.889848	0.003489	2.5
18	-0.506981	0.000000	1172.889848	0.002618	2.7
19	-0.482775	0.000000	1172.889848	0.003736	2.6
20	-0.494621	0.000000	1172.889848	0.002141	2.6
21	-0.522205	0.000000	1172.889848	0.002687	2.6
22	-0.511694	0.000000	1172.889848	0.002542	2.6
23	-0.511934	0.000000	1172.889848	0.004389	2.4
24	-0.550932	0.000000	1172.889848	0.003657	2.6
25	-0.553748	0.000000	1172.889848	0.003609	2.6
26	-0.583445	0.000000	1172.889848	0.003901	2.4
27	-0.574325	0.000000	1172.889848	0.003096	2.7
28	-0.585011	0.000000	1172.889848	0.003813	2.5
29	-0.601896	0.000000	1172.889848	0.003530	2.8
30	-0.597677	0.000000	1172.889848	0.003643	2.4
31	-0.601637	0.000000	1172.889848	0.003009	2.5
32	-0.630756	0.000000	1172.889848	0.003393	2.5
33	-0.642914	0.000000	1172.889848	0.003742	2.6
34	-0.667986	0.000000	1172.889848	0.003079	2.4
35	-0.655817	0.000000	1172.889848	0.005099	2.3
36	-0.675289	0.000000	1172.889848	0.004086	2.6
37	-0.688736	0.000000	1172.889848	0.003408	2.3
38	-0.732588	0.000000	1172.889848	0.003948	2.4
39	-0.718683	0.000000	1172.889848	0.003367	2.4
40	-0.721224	0.000000	1172.889848	0.003900	2.4
41	-0.775683	0.000000	1172.889848	0.003912	2.4
42	-0.794540	0.000000	1172.889848	0.002650	2.3
43	-0.823243	0.000000	1172.889848	0.003432	2.3
44	-0.776121	0.000000	1172.889848	0.002008	2.4
45	-0.786014	0.000000	1172.889848	0.002030	2.3
46	-0.747913	0.000000	1172.889848	0.001451	2.3
47	-0.789120	0.000000	1172.889848	0.002556	2.5
48	-0.800088	0.000000	1172.889848	0.002559	2.4
49	-0.800761	1.000000	1119.576673	0.002187	2.4
50	-0.796140	0.810530	1129.302513	0.001915	2.4
51	-0.822249	1.809596	1079.838782	0.002010	2.4
52	-0.793741	2.809027	1034.510439	0.001934	2.4
53	-0.819436	3.809027	992.811487	0.001642	2.4
54	-0.786037	3.619557	1000.452062	0.002219	2.4
55	-0.826900	3.430088	1008.211152	0.001546	2.3
56	-0.791161	3.242813	1015.999530	0.001864	2.3
57	-0.779831	3.053370	1024.001505	0.001495	2.3
58	-0.810053	2.863900	1032.131657	0.001579	2.3
59	-0.784867	2.674431	1040.391943	0.001521	2.4
60	-0.804847	2.484961	1048.785512	0.001992	2.4
61	-0.820122	2.295491	1057.315616	0.002361	2.4
62	-0.818504	3.295491	1013.796611	0.001962	2.4
63	-0.826561	4.295491	973.718456	0.002384	2.4
64	-0.795165	4.106022	981.066894	0.001537	2.4
65	-0.803209	3.916552	988.527089	0.001451	2.4
66	-0.834924	3.727083	996.101611	0.002222	2.3
67	-0.803195	4.724821	957.467761	0.001274	2.5
68	-0.795525	5.724596	921.648620	0.001980	2.4
69	-0.813977	5.535126	928.229497	0.002017	2.4
70	-0.808562	6.535126	894.518756	0.002181	2.4
71	-0.814234	6.345657	900.716600	0.002262	2.4
72	-0.809056	7.345657	868.940423	0.001203	2.4
73	-0.822396	8.345653	839.330007	0.001122	2.4
74	-0.785307	8.970381	821.834304	0.001659	2.3
75	-0.815417	9.970380	795.298169	0.001468	2.3
76	-0.802380	9.781134	800.187765	0.001865	2.3
77	-0.784998	10.781134	775.009691	0.001162	2.5
78	-0.861424	11.609760	755.316415	0.001988	2.4
79	-0.805807	11.420290	759.730611	0.001608	2.4
80	-0.821194	11.230821	764.196704	0.001866	2.4
81	-0.831345	12.230821	741.200079	0.001648	2.4
82	-0.804596	13.212794	719.926203	0.002084	2.4
83	-0.811627	14.212794	699.481185	0.001172	2.5
84	-0.815232	15.212794	680.165327	0.001686	2.4
85	-0.785086	15.030954	683.597964	0.001642	2.4
86	-0.792431	15.063205	682.986632	0.001715	2.3
87	-0.825834	16.063205	664.559012	0.001810	2.3
88	-0.803861	15.873737	667.973716	0.002547	2.3
89	-0.816783	15.684267	671.423716	0.001840	2.5
90	-0.773970	16.684267	653.606633	0.001627	2.4
91	-0.786135	16.494905	656.907562	0.001258	2.5
92	-0.841061	16.305436	660.243913	0.003327	2.4
93	-0.820322	17.299528	643.106801	0.001939	2.4
94	-0.799805	18.299528	626.742563	0.002020	2.4
95	-0.797428	18.173379	628.760839	0.002917	2.4
96	-0.783489	17.983910	631.816742	0.001807	2.4
97	-0.815827	17.794440	634.902495	0.002015	2.4
98	-0.822621	18.794438	618.947980	0.002066	2.3
99	-0.812202	18.604968	621.909018	0.001470	2.3
100	-0.811807	19.604968	606.592936	0.001958	2.3
101	-0.804222	19.415575	609.435520	0.001191	2.4
102	-0.828410	19.226105	612.306032	0.001611	2.4
103	-0.834229	19.036636	615.203710	0.002255	2.4
104	-0.860859	20.036636	600.212137	0.001857	2.4
105	-0.763106	21.036636	585.933827	0.001842	2.4
106	-0.803982	22.036636	572.319058	0.001590	2.4
107	-0.811214	23.036636	559.322628	0.001635	2.5
108	-0.792345	23.165924	557.685307	0.002483	2.4
109	-0.819175	24.165924	545.337828	0.001569	2.4
110	-0.808533	23.976454	547.635140	0.001851	2.3
111	-0.831493	24.976156	535.727408	0.001178	2.4
112	-0.808536	24.786686	537.944299	0.001989	2.4
113	-0.826559	25.786686	526.446491	0.002118	2.4
114	-0.817889	25.597217	528.587083	0.001236	2.4
115	-0.819156	26.597217	517.481663	0.001404	2.4
116	-0.793866	26.407747	519.549828	0.001145	2.3
117	-0.800095	26.218277	521.634590	0.001355	2.4
118	-0.850035	26.028808	523.736151	0.002117	2.4
119	-0.823800	27.028808	512.831526	0.002000	2.5
120	-0.830335	28.028808	502.371726	0.001245	2.4
121	-0.809042	27.839338	504.320650	0.001720	2.5
122	-0.813025	27.649869	506.284754	0.001745	2.3
123	-0.821538	28.649805	496.088292	0.002433	2.3
124	-0.835069	28.460335	497.988676	0.001289	2.3
125	-0.851598	29.460335	488.119763	0.001838	2.5
126	-0.821754	29.270866	489.959473	0.001353	2.6
127	-0.835562	30.270866	480.403179	0.001522	2.7
128	-0.810139	30.081396	482.185076	0.001720	2.8
129	-0.817403	31.081396	472.926778	0.001835	2.8
130	-0.818780	32.081396	464.017314	0.001229	2.6
131	-0.815657	31.891926	465.679518	0.002378	2.6
132	-0.812409	32.891925	457.038538	0.002275	2.4
133	-0.829132	32.702456	458.651032	0.001958	2.4
