1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.628283	0.000000	7.586302	0.013732	958.6
1	-0.613954	0.000000	7.586302	0.012451	3.1
2	-0.609754	0.000000	7.586302	0.021823	3.0
3	-0.592780	0.000000	7.586302	0.020012	2.9
4	-0.614036	1.000000	7.241470	0.021405	3.0
5	-0.601270	0.310169	7.475883	0.011509	3.0
6	-0.617577	0.000000	7.586302	0.021638	3.0
7	-0.572431	0.000000	7.586302	0.029044	3.0
8	-0.578694	0.727727	7.332214	0.021610	3.1
9	-0.617245	1.727727	7.009603	0.019338	3.1
10	-0.577020	1.177850	7.183399	0.020056	3.1
11	-0.590572	2.173789	6.874678	0.014515	3.3
12	-0.594368	1.430874	7.102369	0.017961	3.5
13	-0.640844	0.686551	7.346135	0.023523	3.7
14	-0.600224	1.686551	7.022325	0.018197	3.6
15	-0.576028	2.686548	6.725857	0.019042	3.7
16	-0.610450	3.686428	6.453438	0.014101	3.8
17	-0.583096	4.684109	6.202759	0.016833	3.9
18	-0.606126	4.424363	6.266129	0.010061	3.9
19	-0.611712	5.423909	6.029098	0.020734	3.8
20	-0.615709	6.249322	5.846470	0.020227	3.8
21	-0.612270	5.512693	6.008908	0.020530	3.8
22	-0.624930	6.512693	5.790503	0.018399	3.5
23	-0.624118	6.032700	5.893320	0.023922	3.5
24	-0.608232	5.415018	6.031127	0.022183	3.5
25	-0.575623	6.357187	5.823418	0.022825	3.5
26	-0.647778	5.612863	5.986291	0.028462	3.4
27	-0.624326	6.612863	5.769497	0.011813	3.3
28	-0.618606	7.612863	5.567857	0.025319	3.4
29	-0.643598	6.868540	5.716566	0.018852	3.8
30	-0.608930	6.124216	5.873436	0.020448	3.7
31	-0.591071	7.112945	5.666868	0.028414	3.5
32	-0.613856	6.368662	5.820977	0.018036	3.5
33	-0.602563	7.368654	5.615788	0.011170	3.3
34	-0.617808	8.360273	5.426119	0.012005	3.2
35	-0.604163	8.722704	5.359954	0.025724	3.1
36	-0.639644	7.978506	5.497603	0.012386	3.1
37	-0.575666	7.234381	5.642494	0.014556	3.1
38	-0.619361	6.503888	5.792357	0.018889	3.1
39	-0.585351	7.503882	5.589145	0.017759	3.1
40	-0.624319	6.827307	5.725036	0.020905	3.2
41	-0.600484	7.827302	5.526439	0.022259	3.1
42	-0.625516	7.082988	5.672913	0.010552	3.1
43	-0.597562	7.977158	5.497859	0.029355	3.3
44	-0.615243	8.796644	5.346654	0.024423	3.1
45	-0.611037	9.796644	5.173042	0.016946	3.1
46	-0.630377	10.796644	5.010351	0.019020	3.0
47	-0.606539	10.107264	5.121387	0.014707	3.1
48	-0.602818	9.363057	5.246914	0.013416	3.2
49	-0.599510	8.755173	5.354106	0.014723	3.3
50	-0.595278	9.748260	5.181182	0.019469	3.1
51	-0.592296	10.745954	5.018351	0.012589	3.1
52	-0.606461	10.634320	5.036060	0.021159	3.2
53	-0.587688	9.891026	5.157237	0.026463	3.0
54	-0.619067	9.146782	5.284555	0.011998	3.1
55	-0.617107	10.142130	5.115653	0.017243	3.0
56	-0.617307	9.398387	5.240816	0.026605	3.1
57	-0.614283	10.390241	5.075219	0.023695	3.1
58	-0.623881	11.390241	4.918529	0.024036	3.1
59	-0.567817	12.340420	4.778354	0.017192	3.1
60	-0.595601	13.340420	4.639208	0.028727	3.0
61	-0.594630	14.260698	4.518128	0.026514	3.1
62	-0.589720	15.260698	4.393526	0.018093	3.2
63	-0.612906	14.517712	4.485433	0.015821	3.1
64	-0.624051	13.773391	4.581444	0.014668	3.1
65	-0.600369	14.773344	4.453381	0.020015	3.0
66	-0.617385	15.773344	4.332278	0.016307	3.1
67	-0.598070	15.031795	4.421438	0.009978	3.2
68	-0.649795	16.000322	4.305701	0.021483	3.1
69	-0.606128	17.000173	4.192411	0.015555	3.0
70	-0.617553	18.000172	4.084914	0.020223	3.0
71	-0.612289	18.999881	3.982820	0.013470	3.1
72	-0.598594	18.259877	4.057892	0.016787	3.1
73	-0.582519	19.259717	3.957115	0.014962	3.3
74	-0.629020	19.621282	3.921893	0.015614	3.2
75	-0.601590	20.619705	3.827810	0.020667	3.0
76	-0.590380	21.619704	3.737997	0.018224	3.1
77	-0.658254	20.891535	3.802972	0.013899	3.1
78	-0.592872	20.347137	3.853044	0.020735	3.1
79	-0.608658	20.151070	3.871402	0.018036	3.1
80	-0.591869	19.407698	3.942623	0.007867	3.0
81	-0.589336	19.891880	3.895941	0.015842	3.1
82	-0.634975	20.233354	3.863676	0.015674	3.5
83	-0.610540	19.730260	3.911400	0.023091	3.1
84	-0.620550	18.986722	3.984131	0.027347	3.1
85	-0.592084	18.242398	4.059699	0.017297	3.0
86	-0.605055	17.498793	4.138112	0.014796	3.1
87	-0.600310	16.754568	4.219684	0.014673	3.2
88	-0.589495	17.754333	4.110826	0.018281	3.1
