1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.676511	0.000000	1834.093453	0.002754	811.3
1	-0.658968	0.000000	1834.093453	0.003173	2.3
2	-0.690312	0.000000	1834.093453	0.002466	2.3
3	-0.675058	0.000000	1834.093453	0.003653	2.4
4	-0.695284	0.000000	1834.093453	0.003106	2.3
5	-0.686787	0.999887	1750.734581	0.002208	2.4
6	-0.703107	1.999886	1674.615345	0.003335	2.3
7	-0.689716	2.005597	1674.199646	0.002372	2.3
8	-0.695757	2.997976	1604.967134	0.002204	2.3
9	-0.702393	3.995325	1540.926673	0.002845	2.6
10	-0.696878	3.498285	1572.190138	0.003206	2.5
11	-0.676100	4.498285	1510.531476	0.002473	2.5
12	-0.680711	5.498285	1453.526601	0.002210	2.3
13	-0.659234	6.299467	1410.868675	0.002622	2.5
14	-0.692284	5.802784	1437.013500	0.002838	2.4
15	-0.664923	6.802784	1385.327543	0.001968	2.5
16	-0.689459	7.802389	1337.248901	0.002473	2.4
17	-0.690162	7.305349	1360.730865	0.002695	2.4
18	-0.681151	8.305349	1314.298016	0.003289	2.4
19	-0.684898	9.305349	1270.929500	0.002134	2.5
20	-0.693159	10.302643	1230.438039	0.002416	2.4
21	-0.686414	11.302629	1192.347601	0.002129	2.5
22	-0.683678	12.302628	1156.544249	0.003066	2.4
23	-0.682392	11.805636	1174.065426	0.002785	2.4
24	-0.712535	11.313174	1191.958490	0.003187	2.6
25	-0.701047	12.313174	1156.178104	0.003345	2.4
26	-0.669189	13.313174	1122.483229	0.002679	2.3
27	-0.705673	14.313174	1090.696700	0.002230	2.7
28	-0.675751	15.313174	1060.660860	0.002217	2.5
29	-0.680771	16.313174	1032.234952	0.002029	2.4
30	-0.710522	15.816169	1046.169760	0.002502	2.5
31	-0.700888	15.471796	1056.047881	0.002611	2.4
32	-0.686054	16.471796	1027.865408	0.002321	2.4
33	-0.713139	15.974756	1041.682662	0.002211	2.5
34	-0.701217	15.482520	1055.737434	0.003459	2.4
35	-0.681298	16.482470	1027.572682	0.003156	2.5
36	-0.710525	17.482470	1000.870325	0.002620	2.5
37	-0.713379	16.985431	1013.966714	0.002616	2.4
38	-0.701874	16.488391	1027.410380	0.002424	2.5
39	-0.714636	16.100082	1038.163821	0.002804	2.6
40	-0.673110	15.603042	1052.261237	0.002766	2.7
41	-0.725468	15.106003	1066.746787	0.003074	2.8
42	-0.690144	16.106003	1037.998156	0.001906	2.8
43	-0.716753	17.106003	1010.758402	0.002264	2.8
44	-0.705070	16.608967	1024.116471	0.002179	2.7
45	-0.697265	17.608967	997.591122	0.002367	2.8
46	-0.704219	17.112164	1010.595008	0.002661	2.9
47	-0.670838	18.112164	984.756627	0.002192	2.6
48	-0.705012	19.112164	960.206552	0.003820	2.5
49	-0.742144	20.102439	937.072435	0.002065	2.7
50	-0.711511	19.866180	942.489911	0.003007	2.5
51	-0.677968	20.865869	919.984788	0.003036	2.8
52	-0.683586	21.863547	898.571522	0.002275	2.7
53	-0.726973	22.863547	878.085911	0.003040	2.9
54	-0.716748	22.366507	888.149975	0.002866	2.7
55	-0.742649	22.223639	891.085598	0.002609	2.6
56	-0.704608	23.223639	870.936067	0.001978	2.7
57	-0.685453	22.726600	880.835980	0.002814	2.8
58	-0.706533	23.386539	867.739717	0.001983	2.6
59	-0.695020	22.889499	877.566688	0.002805	2.7
60	-0.707376	23.889495	858.017283	0.002830	2.6
61	-0.694070	24.887324	839.359528	0.002822	2.7
62	-0.695104	25.887324	821.457898	0.001698	2.7
63	-0.706723	26.887324	804.303924	0.002295	2.6
64	-0.738990	26.391352	812.721329	0.002849	2.4
65	-0.679167	27.391352	795.926565	0.002079	2.4
66	-0.718262	26.894313	804.186562	0.002577	2.4
67	-0.698190	26.397273	812.619798	0.002533	2.5
68	-0.712815	27.397273	795.829187	0.002239	2.4
69	-0.692524	26.900699	804.079337	0.001972	2.5
70	-0.697382	27.900681	787.636526	0.002483	2.7
71	-0.685849	27.403729	795.723048	0.002153	2.5
72	-0.691865	26.964653	803.007214	0.002529	2.5
73	-0.681682	27.964653	786.607481	0.002387	2.4
74	-0.688401	27.467614	794.674206	0.002645	2.3
75	-0.700201	28.467614	778.609671	0.002371	2.3
76	-0.733760	27.970574	786.512369	0.002431	2.5
77	-0.708953	27.473609	794.575929	0.003448	2.5
78	-0.703488	26.976569	802.807771	0.002405	2.6
79	-0.713150	26.485809	811.104691	0.002404	2.5
80	-0.696376	25.988770	819.684422	0.002912	2.5
81	-0.702599	26.988770	802.603667	0.002747	2.4
82	-0.712988	27.988770	786.220245	0.002153	2.7
83	-0.690786	28.988221	770.500762	0.002021	2.4
84	-0.709529	29.739809	759.087655	0.002278	2.6
85	-0.717782	29.242805	766.596586	0.002808	2.4
86	-0.726970	28.748793	774.208991	0.002807	2.4
87	-0.714024	29.748793	758.953279	0.002202	2.7
88	-0.761227	30.081112	754.015737	0.002806	2.4
89	-0.695299	31.081111	739.538034	0.002208	2.4
90	-0.712378	30.584075	746.663819	0.002340	2.5
91	-0.688764	31.584074	732.464401	0.002018	2.4
92	-0.742293	32.566226	719.034467	0.002587	2.5
93	-0.700570	33.566203	705.857481	0.003041	2.9
94	-0.705283	34.566203	693.154481	0.003040	2.5
95	-0.719884	35.566203	680.900618	0.002161	2.5
96	-0.722069	36.566203	669.072487	0.002117	2.5
97	-0.698371	37.471262	658.716118	0.002253	2.5
98	-0.732577	38.471261	647.639912	0.002143	2.5
99	-0.724426	39.471261	636.930033	0.002578	2.7
100	-0.663087	40.468748	626.594230	0.002276	2.5
101	-0.698642	41.468748	616.563706	0.001810	2.5
102	-0.666439	42.468624	606.850442	0.002772	2.5
103	-0.739931	43.464245	597.477916	0.002959	2.4
104	-0.689058	42.967205	602.120453	0.002971	2.4
105	-0.682772	43.967205	592.852385	0.002837	2.3
106	-0.680302	43.470166	597.423042	0.002227	2.4
107	-0.687656	42.973126	602.064722	0.001970	2.5
108	-0.708214	42.476087	606.779094	0.002163	2.4
109	-0.722389	41.979391	611.564548	0.003026	2.4
110	-0.685535	42.979391	602.005774	0.002631	2.6
111	-0.679649	42.482351	606.719219	0.003099	2.5
112	-0.658858	41.985312	611.507056	0.002100	2.6
113	-0.736518	42.985312	601.950064	0.003301	2.6
114	-0.726648	43.985312	592.687201	0.002705	2.5
115	-0.683734	43.488272	597.255301	0.002056	2.5
116	-0.706789	44.229690	590.466743	0.002939	2.6
117	-0.728312	45.229595	581.552139	0.003370	2.4
118	-0.706973	44.732555	585.949570	0.002209	2.5
119	-0.718443	44.445498	588.519660	0.003008	2.4
120	-0.742693	45.445498	579.662481	0.002244	2.3
121	-0.669762	45.016908	583.425724	0.002031	2.5
122	-0.717938	46.006044	574.813256	0.002202	2.6
123	-0.697423	45.509770	579.102322	0.001967	2.5
124	-0.709312	45.230100	581.547702	0.002510	2.6
125	-0.691387	46.230100	572.897593	0.002210	2.4
126	-0.697739	47.230100	564.501040	0.002135	2.4
127	-0.734664	47.949493	558.611251	0.002470	2.6
128	-0.705678	47.452682	562.665497	0.002097	2.4
129	-0.736153	46.955645	566.780915	0.002464	2.4
130	-0.675245	47.949068	558.614698	0.002478	2.4
131	-0.716194	47.452040	562.670775	0.002457	2.4
132	-0.725915	46.955042	566.785939	0.003045	2.4
133	-0.702721	47.955042	558.566294	0.002177	2.5
134	-0.717362	48.953995	550.589893	0.002279	2.7
135	-0.732755	48.501847	554.171784	0.001903	2.6
136	-0.704631	49.191776	548.724720	0.002564	2.5
137	-0.747523	48.697455	552.616483	0.002445	2.5
138	-0.703665	49.534993	546.054674	0.003094	2.4
139	-0.757610	50.534993	538.421281	0.002897	2.7
140	-0.724406	50.037953	542.188515	0.002930	2.5
141	-0.741063	51.037953	534.662087	0.002500	2.6
142	-0.714851	50.540992	538.376132	0.002991	2.4
143	-0.702409	51.540992	530.954451	0.002609	2.4
144	-0.710729	52.540992	523.734607	0.002506	2.4
145	-0.663193	53.539027	516.722101	0.002162	2.8
146	-0.676816	53.817619	514.798023	0.002541	2.4
