1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.666936	0.000000	1899.822678	0.002150	732.7
1	-0.666201	0.000000	1899.822678	0.002472	2.3
2	-0.660998	0.000000	1899.822678	0.002160	2.4
3	-0.684375	0.000000	1899.822678	0.002033	2.2
4	-0.666780	0.000000	1899.822678	0.001913	2.7
5	-0.690250	0.923053	1819.832134	0.002392	2.3
6	-0.693460	0.321688	1871.159360	0.002746	2.3
7	-0.699857	1.321688	1787.332400	0.002279	2.4
8	-0.686674	2.321688	1710.694192	0.002111	2.3
9	-0.701705	1.713586	1756.493971	0.002219	2.3
10	-0.677348	2.713584	1682.422881	0.002057	2.3
11	-0.671289	2.150653	1723.332639	0.002043	2.4
12	-0.658417	3.150653	1651.975044	0.002398	2.3
13	-0.641806	4.150653	1586.291857	0.002151	2.3
14	-0.664864	3.542551	1625.596168	0.002440	2.2
15	-0.685949	4.542551	1561.953496	0.002100	2.3
16	-0.679644	3.934450	1600.046353	0.002790	2.3
17	-0.664204	3.326348	1640.043815	0.002172	2.3
18	-0.681612	2.718252	1682.091792	0.002172	2.3
19	-0.687527	2.110149	1726.353047	0.002270	2.2
20	-0.680018	3.110149	1654.750296	0.001837	2.3
21	-0.683724	4.110149	1588.850636	0.002008	2.1
22	-0.666319	3.502047	1628.283424	0.002242	2.5
23	-0.671723	4.500688	1564.517652	0.002343	2.3
24	-0.697377	5.500688	1505.480782	0.002288	2.3
25	-0.696494	6.500687	1450.737419	0.002087	2.3
26	-0.658047	7.498947	1399.921068	0.002735	2.2
27	-0.667851	8.498947	1352.464432	0.002117	2.3
28	-0.670855	9.498947	1308.119805	0.001929	2.2
29	-0.670506	8.890844	1334.732321	0.002260	2.4
30	-0.703190	9.890844	1291.524298	0.002164	2.4
31	-0.672573	9.282750	1317.458814	0.001677	2.4
32	-0.674888	10.282749	1275.344303	0.002230	2.4
33	-0.693409	11.282749	1235.838863	0.002006	2.2
34	-0.673787	10.675035	1259.549558	0.001955	2.2
35	-0.674601	10.081044	1283.620853	0.002445	2.3
36	-0.677830	11.081044	1243.609037	0.001708	2.3
37	-0.703154	11.593593	1224.052717	0.001964	2.3
38	-0.686723	11.156268	1240.699834	0.001990	2.3
39	-0.697573	12.155934	1203.292201	0.002015	2.3
40	-0.669920	11.851420	1214.446005	0.002265	2.3
41	-0.731304	12.851415	1178.570401	0.002054	2.3
42	-0.686884	13.703782	1149.623308	0.001810	2.5
43	-0.709371	13.096126	1170.111715	0.001505	2.4
44	-0.705107	12.488336	1191.348427	0.001826	2.2
45	-0.682884	13.472216	1157.345849	0.003255	2.3
46	-0.692567	12.864114	1178.128465	0.001998	2.1
47	-0.671591	13.864114	1144.336456	0.002783	2.8
48	-0.693788	14.864114	1112.428893	0.001539	2.5
49	-0.750351	14.256011	1131.616281	0.002655	2.4
50	-0.700431	14.040918	1138.562544	0.002528	2.3
51	-0.683833	13.434291	1158.620530	0.002134	2.1
52	-0.684830	14.360542	1128.271062	0.002425	2.3
53	-0.706990	15.360542	1097.240967	0.001952	2.5
54	-0.704326	16.360539	1067.872066	0.002227	2.4
55	-0.728257	17.360420	1040.037537	0.002306	2.5
56	-0.693819	18.339080	1014.163927	0.002160	2.3
57	-0.668615	19.339080	989.022965	0.002174	2.2
58	-0.699098	18.730977	1004.160457	0.002023	2.4
59	-0.692278	18.592178	1007.680759	0.002467	2.3
60	-0.700660	17.984080	1023.399193	0.002419	2.2
61	-0.684297	18.983747	997.812352	0.002101	2.4
62	-0.684426	19.983747	973.465814	0.001745	2.2
63	-0.702923	19.376598	988.103964	0.001850	2.3
64	-0.708251	18.975188	998.025972	0.002062	2.2
65	-0.686756	18.369678	1013.375720	0.002159	2.3
66	-0.709450	17.765011	1029.182646	0.002884	2.5
67	-0.692373	17.156940	1045.583753	0.002594	2.3
68	-0.702585	18.145709	1019.173687	0.002346	2.3
69	-0.687921	18.962959	998.331384	0.002851	2.1
70	-0.673992	19.732530	979.469628	0.002197	2.3
71	-0.697156	19.124428	994.313900	0.001773	2.2
72	-0.679736	18.516404	1009.613028	0.002061	2.6
73	-0.670646	17.910585	1025.332224	0.001752	2.3
74	-0.695104	18.693761	1005.101932	0.002053	2.2
75	-0.704334	19.617344	982.247304	0.001950	2.3
76	-0.713895	20.615958	958.677358	0.002183	2.3
77	-0.703133	21.615958	936.181622	0.002216	2.2
78	-0.676731	22.615958	914.717422	0.001896	2.3
79	-0.705678	23.615957	894.215402	0.001971	2.2
80	-0.689743	23.007982	906.569098	0.002436	2.2
81	-0.713279	24.007982	886.426691	0.002625	2.3
82	-0.725298	25.007982	867.159888	0.002910	2.2
83	-0.669057	24.399879	878.774943	0.001869	2.3
84	-0.710941	25.399879	859.835779	0.001841	2.5
85	-0.707064	26.399054	841.710393	0.002391	2.4
86	-0.707845	27.399047	824.319460	0.003539	2.4
87	-0.708881	26.790945	834.808280	0.002439	2.2
88	-0.748125	27.790945	817.698378	0.001961	2.3
89	-0.684804	28.790345	801.285391	0.002228	2.2
90	-0.693390	29.790345	785.509058	0.002139	2.6
91	-0.695915	30.681996	771.956952	0.002481	2.4
92	-0.703219	30.073894	781.148124	0.001872	2.2
93	-0.692103	29.465791	790.560796	0.001851	2.6
94	-0.687704	30.251035	778.448207	0.002078	2.5
95	-0.717503	29.642932	787.795539	0.001837	2.2
96	-0.713844	29.034830	797.370077	0.002221	2.5
97	-0.689549	28.426728	807.180198	0.002090	2.3
98	-0.723454	29.426728	791.173207	0.002085	2.3
99	-0.711583	30.416390	775.944722	0.002163	2.5
100	-0.657258	30.557283	773.824262	0.001788	2.3
101	-0.684233	29.960967	782.879101	0.002236	2.4
102	-0.656879	30.960966	767.812442	0.001747	2.4
103	-0.731833	31.960966	753.314737	0.001955	2.4
104	-0.688774	32.264794	749.017757	0.002080	2.3
105	-0.674282	33.264569	735.217781	0.002091	2.4
106	-0.668239	32.656467	743.550193	0.002274	2.3
107	-0.700334	33.656467	729.946127	0.002125	2.3
108	-0.708668	33.048534	738.156495	0.002217	2.3
109	-0.716756	32.440431	746.556029	0.001762	2.4
110	-0.668068	31.832329	755.148922	0.002614	2.2
111	-0.661350	31.224226	763.941928	0.002082	2.3
112	-0.662855	32.218026	749.675991	0.003069	2.5
113	-0.736616	33.218026	735.848930	0.003299	2.2
114	-0.710500	34.218026	722.522685	0.001667	2.4
115	-0.673757	33.609923	730.568253	0.001921	2.5
116	-0.695579	33.002010	738.792424	0.001975	2.3
117	-0.716331	32.398266	747.145545	0.001892	2.4
118	-0.706817	31.790167	755.752034	0.003036	2.2
119	-0.707994	32.788440	741.725843	0.002417	2.4
120	-0.732163	33.788440	728.187844	0.002595	2.4
121	-0.654407	34.788440	715.135179	0.002781	2.4
122	-0.706155	35.788440	702.542208	0.002122	2.3
123	-0.701659	35.180338	710.146598	0.001665	2.2
124	-0.690842	35.869995	701.534729	0.002133	2.3
125	-0.685533	35.280019	708.888814	0.002268	2.3
126	-0.688951	36.280019	696.512966	0.002089	2.1
127	-0.723649	37.273315	684.640577	0.002274	2.3
128	-0.690970	36.665213	691.860381	0.001837	2.4
129	-0.726579	37.665203	680.067125	0.002193	2.3
130	-0.662570	37.057101	687.190288	0.002366	2.4
