1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.888196	0.000000	15.732232	0.016434	180.2
1	-0.939498	0.000000	15.732232	0.013890	4.1
2	-0.914435	0.000000	15.732232	0.014096	3.6
3	-0.884894	0.000000	15.732232	0.010009	3.3
4	-0.891401	0.000000	15.732232	0.013301	3.0
5	-0.899233	0.000000	15.732232	0.009868	3.0
6	-0.920101	0.998083	15.018439	0.006763	3.4
7	-0.907445	1.934687	14.405118	0.011717	3.2
8	-0.905786	1.543001	14.655407	0.005941	3.4
9	-0.889897	1.921875	14.413169	0.008718	3.2
10	-0.906603	1.669982	14.573318	0.010557	3.3
11	-0.866140	1.283116	14.826331	0.007224	3.2
12	-0.898133	0.994930	15.020592	0.008301	3.2
13	-0.906945	0.938006	15.059567	0.007018	3.2
14	-0.893064	0.889312	15.093068	0.008357	3.3
15	-0.919513	0.514103	15.356293	0.010414	3.0
16	-0.907809	0.510243	15.359049	0.011180	3.1
17	-0.889641	1.510238	14.676738	0.011125	2.9
18	-0.871682	1.119426	14.936051	0.006324	3.0
19	-0.921624	0.729105	15.204348	0.006078	3.1
20	-0.942174	1.634886	14.595915	0.007748	3.0
21	-0.913376	1.308417	14.809517	0.007757	3.0
22	-0.916625	2.288442	14.186302	0.009567	3.0
23	-0.850209	3.272354	13.611241	0.008520	3.2
24	-0.922344	3.681741	13.385477	0.011512	2.9
25	-0.891778	3.289988	13.601360	0.011968	3.0
26	-0.893107	2.898182	13.824351	0.010312	3.3
27	-0.890903	3.897965	13.269232	0.009823	3.0
28	-0.887956	3.573206	13.444598	0.007491	3.2
29	-0.851651	4.549292	12.930960	0.007471	3.1
30	-0.913174	4.214167	13.102827	0.006639	3.0
31	-0.937175	4.324988	13.045489	0.009848	3.0
32	-0.882547	3.933381	13.250384	0.009517	3.0
33	-0.919886	4.928276	12.741953	0.008016	3.1
34	-0.899847	4.625234	12.892638	0.006796	2.9
35	-0.906390	4.362054	13.026424	0.008676	2.9
36	-0.939918	5.342607	12.541541	0.008664	3.0
37	-0.946651	6.303321	12.100245	0.010006	3.0
38	-0.881310	6.032732	12.221364	0.009051	3.0
39	-0.888807	7.001293	11.798629	0.007275	3.0
40	-0.928629	7.979211	11.400478	0.008760	3.0
41	-0.908326	7.767420	11.484411	0.011437	3.0
42	-0.884864	7.390126	11.637034	0.007737	2.9
43	-0.874991	8.390123	11.241085	0.014129	2.9
44	-0.911190	8.698994	11.124177	0.008429	3.1
45	-0.902221	9.698993	10.761814	0.009010	3.0
46	-0.870468	9.377403	10.875744	0.015182	2.9
47	-0.866811	10.377403	10.529134	0.009485	3.1
48	-0.908429	11.377376	10.203942	0.007231	3.3
49	-0.938956	11.036501	10.312514	0.009921	2.9
50	-0.927628	10.794202	10.391104	0.006017	2.9
51	-0.873421	10.402403	10.520751	0.008024	2.9
52	-0.896968	10.448041	10.505483	0.016443	2.9
53	-0.916740	11.048538	10.308641	0.011558	3.0
54	-0.878281	12.048538	9.996716	0.009230	3.1
55	-0.924377	11.656736	10.116653	0.009933	3.1
56	-0.904232	12.630715	9.823665	0.008826	3.0
57	-0.926159	13.628127	9.540709	0.010193	3.0
58	-0.933345	13.503998	9.575032	0.011390	2.9
59	-0.903489	14.228078	9.378226	0.009967	2.9
60	-0.898092	15.227907	9.119402	0.008758	3.1
61	-0.927446	16.223526	8.875486	0.009719	2.9
62	-0.892926	17.223463	8.643300	0.009307	3.1
63	-0.883633	18.202714	8.427398	0.007667	3.1
64	-0.885458	19.112162	8.236327	0.005756	3.1
65	-0.915375	19.983033	8.061308	0.008026	3.0
66	-0.910364	20.947748	7.875914	0.008991	2.9
67	-0.899204	20.561794	7.949052	0.010039	2.9
68	-0.885970	20.218862	8.015187	0.006883	2.9
69	-0.869782	21.218850	7.825340	0.012238	2.9
70	-0.922239	20.827047	7.898642	0.007108	3.0
71	-0.861421	21.826816	7.714252	0.004582	3.1
72	-0.892974	21.495837	7.774335	0.010139	3.2
73	-0.904221	22.411718	7.610315	0.004576	3.1
74	-0.918597	23.372488	7.445534	0.006453	3.0
75	-0.900790	23.281855	7.460773	0.008808	3.0
76	-0.925770	22.890487	7.527300	0.012308	2.9
77	-0.896549	23.836883	7.368417	0.010453	2.9
78	-0.923815	23.445410	7.433318	0.005661	2.9
79	-0.888370	23.133280	7.485890	0.012874	3.0
80	-0.938465	22.797519	7.543278	0.009496	2.9
81	-0.901342	22.405711	7.611369	0.017313	3.1
82	-0.872085	23.405705	7.439964	0.012175	3.0
83	-0.903573	23.013897	7.506194	0.008940	3.0
84	-0.916491	22.956165	7.516053	0.009827	3.0
85	-0.911162	23.483767	7.426908	0.007879	3.0
86	-0.895048	23.092348	7.492839	0.008401	2.9
87	-0.886224	24.055788	7.332618	0.007588	3.0
88	-0.905924	24.097627	7.325815	0.012861	3.0
89	-0.862798	23.734730	7.385243	0.008295	3.1
90	-0.890963	24.734613	7.223782	0.010809	2.9
91	-0.915322	24.342876	7.286191	0.009167	3.0
92	-0.912987	24.867242	7.202894	0.009786	3.0
93	-0.876301	24.520400	7.257776	0.010628	3.0
94	-0.875046	25.520400	7.101763	0.010829	3.1
95	-0.938824	25.128592	7.162084	0.010637	2.9
96	-0.892781	25.063316	7.172234	0.006316	2.9
97	-0.871005	26.063302	7.019840	0.006041	2.9
98	-0.852072	25.749651	7.066938	0.008262	3.0
99	-0.918222	25.363652	7.125773	0.009151	2.9
100	-0.932697	25.001855	7.181816	0.011759	3.0
101	-0.931157	24.613606	7.242946	0.003957	2.9
102	-0.933010	24.709819	7.227700	0.009838	3.0
103	-0.899203	24.386555	7.279179	0.007972	3.1
104	-0.911178	25.386235	7.122304	0.009802	3.0
105	-0.908618	25.233709	7.145801	0.007298	3.0
106	-0.874018	24.872104	7.202130	0.005783	2.9
107	-0.890336	24.632071	7.240015	0.005074	2.9
108	-0.905498	24.485358	7.263367	0.012379	3.0
109	-0.884651	25.445581	7.113203	0.009754	3.0
110	-0.859278	26.445579	6.963280	0.014297	3.1
111	-0.892165	26.053772	7.021262	0.008597	3.1
112	-0.906972	27.050826	6.875571	0.013834	3.1
113	-0.910528	28.025363	6.738897	0.007896	3.1
114	-0.924695	29.025363	6.604187	0.007293	3.0
115	-0.929685	29.566585	6.533502	0.009601	3.2
116	-0.883699	30.256023	6.445620	0.009665	2.9
117	-0.891897	31.254115	6.322504	0.013008	3.0
118	-0.890984	32.254106	6.203782	0.009617	3.0
119	-0.896751	33.254061	6.089440	0.009211	3.0
120	-0.902907	34.253932	5.979246	0.008237	3.2
