1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.633824	0.000000	2664.332671	0.002576	972.1
1	-0.656315	0.000000	2664.332671	0.003131	2.4
2	-0.625865	0.000000	2664.332671	0.003213	2.4
3	-0.640768	0.000000	2664.332671	0.003102	2.4
4	-0.609748	1.000000	2543.226641	0.003692	2.5
5	-0.640984	2.000000	2432.651570	0.003523	2.4
6	-0.638553	3.000000	2331.291088	0.003721	2.4
7	-0.619791	4.000000	2238.039444	0.002876	2.5
8	-0.594634	3.130314	2318.701137	0.003008	2.4
9	-0.612745	4.130305	2226.434811	0.003294	2.4
10	-0.622351	5.130305	2141.229728	0.003425	2.4
11	-0.639939	6.130305	2062.305819	0.003039	2.4
12	-0.624239	5.263649	2130.358404	0.003003	2.3
13	-0.627077	6.263641	2052.219854	0.003299	2.3
14	-0.614386	5.393955	2119.840894	0.003548	2.4
15	-0.643490	6.393955	2042.457367	0.003136	2.5
16	-0.637901	7.393955	1970.524544	0.003133	2.4
17	-0.630546	8.393955	1903.486117	0.003083	2.4
18	-0.588543	9.393955	1840.858990	0.002614	2.4
19	-0.600248	8.524269	1895.084535	0.003096	2.4
20	-0.602902	7.654734	1952.591380	0.002651	2.4
21	-0.665843	8.654734	1886.747209	0.003901	2.4
22	-0.665718	9.654734	1825.198894	0.003412	2.7
23	-0.624673	10.654466	1767.554244	0.003439	2.4
24	-0.651281	11.653309	1713.485970	0.002909	2.4
25	-0.642761	12.653309	1662.570145	0.003751	2.4
26	-0.643968	11.783840	1706.663580	0.003570	2.5
27	-0.664904	10.914257	1753.165874	0.002894	2.4
28	-0.637986	11.914257	1699.901239	0.003297	2.4
29	-0.629119	12.914256	1649.777799	0.003197	2.4
30	-0.626453	13.914256	1602.525530	0.003650	2.4
31	-0.636772	13.044570	1643.462875	0.002744	2.4
32	-0.630119	14.044570	1596.566511	0.003582	2.4
33	-0.643557	13.174883	1637.196111	0.003773	2.4
34	-0.634718	14.174883	1590.651646	0.003332	2.6
35	-0.662045	15.174883	1546.680484	0.003222	2.8
36	-0.643412	16.174073	1505.107766	0.003231	2.8
37	-0.628895	17.174073	1465.680279	0.004442	2.4
38	-0.673086	16.304387	1499.850037	0.003510	2.5
39	-0.670326	17.304387	1460.693947	0.003458	2.5
40	-0.659910	18.304387	1423.530321	0.003242	2.6
41	-0.665605	19.304387	1388.210832	0.003371	2.6
42	-0.669841	20.304315	1354.603896	0.003445	3.0
43	-0.628012	21.304315	1322.583430	0.002848	2.6
44	-0.646326	22.303797	1292.057279	0.002897	2.6
45	-0.631609	23.303796	1262.893738	0.002708	2.5
46	-0.632779	24.303796	1235.017628	0.003184	2.5
47	-0.636433	24.120996	1240.021068	0.002916	2.4
48	-0.646305	25.120996	1213.134808	0.003469	2.4
49	-0.595434	24.933679	1218.081978	0.002793	2.4
50	-0.654094	25.933679	1192.128717	0.003719	2.4
51	-0.629318	25.063992	1214.636056	0.002814	2.5
52	-0.633323	24.194314	1238.009401	0.004151	2.4
53	-0.634684	25.194314	1211.209363	0.003340	2.4
54	-0.626984	26.194314	1185.545056	0.003000	2.4
55	-0.639740	27.194314	1160.945784	0.003150	2.5
56	-0.613550	26.324628	1182.280521	0.002615	2.4
57	-0.669597	25.602431	1200.602316	0.002931	2.5
58	-0.623535	26.602429	1175.380916	0.003042	2.4
59	-0.637435	27.602429	1151.197332	0.002932	2.5
60	-0.634780	26.901967	1168.031076	0.003205	2.9
61	-0.640978	27.901967	1144.145921	0.003359	2.6
62	-0.608188	27.335830	1157.546826	0.003010	2.6
63	-0.652737	28.335830	1134.084226	0.002675	2.5
64	-0.639998	27.466143	1154.434461	0.002763	2.5
65	-0.658058	26.671840	1173.669521	0.003618	2.5
66	-0.623177	27.671840	1149.555601	0.003214	2.6
67	-0.680068	26.802154	1170.469985	0.003015	2.5
68	-0.664888	25.932494	1192.158796	0.003317	2.6
69	-0.633829	25.062835	1214.666579	0.003667	2.4
70	-0.628580	25.957369	1191.527270	0.003028	2.4
71	-0.637168	26.957369	1166.681719	0.002751	2.4
72	-0.629696	27.957369	1142.851164	0.003099	2.4
73	-0.640155	28.009618	1141.632766	0.003154	2.4
74	-0.664053	27.139932	1162.257270	0.003530	2.7
75	-0.629918	26.270246	1183.640681	0.002905	2.5
76	-0.643602	27.270231	1159.119913	0.002837	2.5
77	-0.636710	28.270231	1135.594148	0.003427	2.5
78	-0.624815	27.400545	1155.999094	0.003291	2.4
79	-0.663842	28.400545	1132.598561	0.003086	2.4
80	-0.650853	29.390237	1110.353701	0.002600	2.7
81	-0.696328	30.390237	1088.747385	0.003712	2.4
82	-0.649819	29.520551	1107.489630	0.003389	2.6
83	-0.642370	30.520547	1085.993640	0.003135	2.4
84	-0.626971	29.650862	1104.640349	0.002880	2.4
85	-0.651637	30.650862	1083.253671	0.003103	2.5
86	-0.657346	31.650862	1062.679390	0.003662	2.6
