1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.591770	0.000000	10.397463	0.031761	1117.2
1	-0.609670	0.000000	10.397463	0.017164	3.2
2	-0.580515	0.000000	10.397463	0.012798	3.2
3	-0.567704	0.999993	9.924854	0.024081	3.2
4	-0.594636	0.708483	10.058129	0.009688	3.2
5	-0.589141	0.588863	10.113860	0.026330	3.2
6	-0.611520	0.297291	10.252324	0.017890	3.1
7	-0.577431	1.297291	9.792523	0.018951	3.3
8	-0.579401	1.005748	9.922259	0.024634	3.1
9	-0.603593	1.911862	9.529855	0.016745	3.1
10	-0.554069	2.911862	9.131314	0.019164	3.1
11	-0.572174	3.911847	8.764775	0.023553	3.0
12	-0.572246	4.911847	8.426521	0.010333	3.1
13	-0.615724	4.620275	8.522419	0.016389	3.2
14	-0.601707	5.616222	8.203521	0.014190	3.2
15	-0.583500	6.616222	7.906466	0.019554	3.2
16	-0.594086	6.324651	7.990833	0.015759	3.2
17	-0.576952	7.324650	7.708718	0.017106	3.2
18	-0.586579	7.033078	7.788896	0.014875	3.0
19	-0.589230	6.746738	7.869276	0.013090	3.1
20	-0.594441	6.530879	7.930975	0.021431	3.3
21	-0.597692	6.239322	8.015865	0.018638	3.2
22	-0.593653	7.239026	7.732091	0.027967	3.2
23	-0.582206	6.947454	7.812759	0.008118	3.2
24	-0.590918	6.655883	7.895128	0.014815	3.1
25	-0.561583	6.521728	7.933613	0.016045	3.2
26	-0.614900	7.521598	7.655487	0.017198	3.2
27	-0.593363	7.230027	7.734556	0.012608	3.1
28	-0.600738	8.077051	7.509246	0.015086	3.2
29	-0.612671	8.775827	7.333020	0.021681	3.1
30	-0.584283	9.758919	7.098648	0.031073	3.2
31	-0.575086	10.758919	6.875131	0.014086	3.2
32	-0.601696	10.620650	6.905194	0.020820	3.1
33	-0.577834	10.329088	6.969457	0.017302	3.2
34	-0.598188	11.329082	6.753880	0.016590	3.2
35	-0.602069	11.994280	6.617714	0.011669	3.5
36	-0.608049	12.987584	6.424308	0.025542	3.2
37	-0.556245	13.704790	6.291544	0.019295	3.2
38	-0.580022	14.704790	6.115334	0.016732	3.3
39	-0.560473	14.413218	6.165684	0.021581	3.2
40	-0.593706	14.244911	6.195128	0.025663	3.1
41	-0.580032	15.244911	6.024204	0.017261	3.1
42	-0.584115	16.244911	5.862458	0.018989	3.2
43	-0.573602	17.244853	5.709179	0.018010	3.2
44	-0.604986	16.954352	5.752877	0.009415	3.2
45	-0.598536	17.952344	5.605484	0.015076	3.1
46	-0.622973	18.951771	5.465258	0.014464	3.1
47	-0.594656	18.660200	5.505437	0.019823	3.2
48	-0.581612	19.660200	5.370036	0.022784	3.2
49	-0.578636	19.368628	5.408822	0.018478	3.3
50	-0.587665	20.368627	5.278075	0.026487	3.2
51	-0.582199	21.368625	5.153500	0.012980	3.1
52	-0.590750	21.079678	5.188888	0.021745	3.1
53	-0.592607	22.079678	5.068439	0.008065	3.2
54	-0.599988	21.788107	5.102977	0.014348	3.2
55	-0.591858	22.787269	4.986535	0.016809	3.1
56	-0.583233	22.496738	5.019841	0.019808	3.1
57	-0.597958	23.483453	4.908493	0.017216	3.2
58	-0.599318	24.483453	4.800575	0.010277	3.2
59	-0.566990	24.191895	4.831546	0.011652	3.2
60	-0.588998	23.900463	4.862906	0.020691	3.2
61	-0.574801	24.865384	4.760600	0.013803	3.2
62	-0.561991	25.865380	4.659020	0.013906	3.1
63	-0.588546	26.865380	4.561684	0.020454	3.1
64	-0.596527	27.865380	4.468332	0.010830	3.1
65	-0.606877	27.573809	4.495153	0.020717	3.1
66	-0.596477	28.573800	4.404478	0.024227	3.5
67	-0.572145	29.573800	4.317388	0.015654	3.2
68	-0.611329	29.394687	4.332733	0.015123	3.1
69	-0.570986	30.177616	4.266450	0.013722	3.3
70	-0.589011	29.887518	4.290772	0.014698	3.2
71	-0.587655	30.887506	4.208079	0.022082	3.2
72	-0.577046	31.884444	4.128751	0.011914	3.2
73	-0.582884	31.603796	4.150779	0.024255	3.2
74	-0.600661	31.929127	4.125266	0.015997	3.1
75	-0.581202	32.928653	4.048807	0.020423	3.2
76	-0.581012	32.637081	4.070817	0.017308	3.1
77	-0.634091	33.637080	3.996310	0.022140	3.2
78	-0.577512	33.391724	4.014337	0.013332	3.3
79	-0.591293	33.102457	4.035801	0.020243	3.2
80	-0.581197	34.102457	3.962559	0.014579	3.1
81	-0.573482	35.102457	3.891928	0.020762	3.3
82	-0.601632	34.810892	3.912260	0.013996	3.2
83	-0.575375	35.801429	3.844036	0.013029	3.2
84	-0.584768	35.770900	3.846103	0.014394	3.6
85	-0.561630	35.479530	3.865944	0.025065	3.6
86	-0.594799	35.190214	3.885850	0.010750	3.6
87	-0.592654	34.898643	3.906119	0.014389	3.7
88	-0.580007	35.898642	3.837468	0.011609	3.6
89	-0.615361	35.724651	3.849239	0.018984	3.7
90	-0.570218	35.657289	3.853815	0.012010	3.7
91	-0.580803	35.365718	3.873750	0.013868	3.5
92	-0.609181	36.355235	3.806919	0.017605	3.7
93	-0.575909	37.355235	3.741682	0.015952	3.2
94	-0.598300	37.063663	3.760471	0.017929	3.6
95	-0.587433	36.784568	3.778634	0.025395	3.2
96	-0.602086	37.784568	3.714355	0.009942	3.4
97	-0.593580	37.493789	3.732819	0.015415	3.5
98	-0.575948	38.441450	3.673308	0.009396	3.2
99	-0.589917	38.202880	3.688110	0.014568	3.6
100	-0.578916	37.913830	3.706205	0.019249	3.3
101	-0.599885	37.622258	3.724639	0.014432	3.8
102	-0.606318	37.330686	3.743257	0.021196	3.5
103	-0.592896	37.066370	3.760296	0.022102	3.4
104	-0.589448	36.774798	3.779273	0.016774	3.5
105	-0.594581	36.487385	3.798168	0.012667	3.4
106	-0.569761	37.487335	3.733231	0.017135	3.1
107	-0.599695	37.598545	3.726146	0.018525	3.1
108	-0.602644	38.598527	3.663626	0.025091	3.2
109	-0.576148	39.517228	3.608009	0.013986	3.2
110	-0.609416	40.517225	3.549359	0.015028	3.3
111	-0.558929	40.499192	3.550400	0.016995	3.1
112	-0.606265	40.207658	3.567311	0.020677	3.1
113	-0.596088	39.916086	3.584385	0.013447	3.2
114	-0.589791	40.916086	3.526494	0.011024	3.2
115	-0.575707	41.392079	3.499590	0.017758	3.2
116	-0.601628	42.223037	3.453594	0.012662	3.2
117	-0.587111	43.222602	3.399842	0.021788	3.1
118	-0.586762	42.931031	3.415348	0.014584	3.2
119	-0.593044	43.931031	3.362749	0.019193	3.4
120	-0.574983	43.639460	3.377917	0.016447	3.2
121	-0.586750	43.348742	3.393178	0.020541	3.2
122	-0.613263	44.348739	3.341254	0.014779	3.1
123	-0.586189	44.126987	3.352631	0.011078	3.1
124	-0.574018	45.126982	3.301931	0.011216	3.2
125	-0.604137	44.908515	3.312876	0.012574	3.2
126	-0.560108	45.899447	3.263805	0.012418	3.3
127	-0.572801	46.861233	3.217547	0.019491	3.2
128	-0.581222	46.569706	3.231429	0.016022	3.4
129	-0.567387	46.314462	3.243682	0.022964	3.1
130	-0.569070	46.022890	3.257793	0.015583	3.2
131	-0.557657	47.011718	3.210428	0.020194	3.2
132	-0.618686	48.001983	3.164354	0.017292	3.2
133	-0.616149	47.710412	3.177782	0.021230	3.1
134	-0.588834	47.418842	3.191324	0.013978	3.2
135	-0.593112	47.163780	3.203266	0.019879	3.2
136	-0.582484	48.095919	3.160052	0.022069	3.1
137	-0.549989	49.095919	3.114971	0.013823	3.2
138	-0.580862	50.095851	3.071160	0.015817	3.2
139	-0.571242	51.095827	3.028563	0.012597	3.2
140	-0.579134	52.094689	2.987176	0.017160	3.1
141	-0.610412	53.094689	2.946861	0.015221	3.2
142	-0.596590	54.071101	2.908532	0.013092	3.2
143	-0.607879	55.070969	2.870303	0.019858	3.1
144	-0.602597	56.070934	2.833062	0.021947	3.2
145	-0.583813	55.783527	2.843666	0.012882	3.2
146	-0.584714	55.491955	2.854506	0.018602	3.2
147	-0.617792	55.200384	2.865428	0.021224	3.1
148	-0.558513	54.908812	2.876435	0.023899	3.2
149	-0.603658	54.617240	2.887526	0.024203	3.2
150	-0.584061	55.617240	2.849838	0.010509	3.1
151	-0.574334	55.326707	2.860686	0.015692	4.2
152	-0.587788	56.326699	2.823691	0.016738	3.1
153	-0.618984	57.172618	2.793136	0.011910	3.2
154	-0.560209	56.882640	2.803535	0.016448	3.4
155	-0.587811	57.882640	2.767995	0.019103	3.4
156	-0.604106	57.591075	2.778264	0.019950	3.4
157	-0.619903	57.299504	2.788609	0.015038	3.2
158	-0.588034	58.299498	2.753444	0.010825	3.2
159	-0.599228	59.291752	2.719417	0.012269	3.4
160	-0.571248	60.192220	2.689257	0.025739	3.2
161	-0.562764	59.900666	2.698948	0.012817	3.2
162	-0.602630	60.900665	2.665995	0.011233	3.2
163	-0.598782	61.854522	2.635302	0.017268	3.1
164	-0.605265	61.562973	2.644608	0.015377	3.2
165	-0.622183	61.271525	2.653977	0.027014	3.2
166	-0.601833	60.979953	2.663416	0.022814	3.2
167	-0.555767	61.979953	2.631319	0.010904	3.3
168	-0.592585	61.688381	2.640597	0.012426	3.3
169	-0.605528	62.544455	2.613539	0.014150	3.1
170	-0.583872	62.253386	2.622677	0.011837	3.1
