1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.532348	0.000000	4009.323409	0.003457	6011.6
1	-0.573806	0.000000	4009.323409	0.002759	4.0
2	-0.546969	0.975386	3831.368071	0.003816	4.1
3	-0.550617	1.975386	3664.608387	0.004145	4.0
4	-0.556061	1.034374	3821.111039	0.003991	4.4
5	-0.562618	2.034374	3655.223819	0.003410	4.3
6	-0.559090	3.034374	3503.140646	0.003260	4.5
7	-0.568530	4.026269	3364.296643	0.003511	4.2
8	-0.541954	5.026269	3235.031220	0.003806	4.1
9	-0.549819	6.026269	3115.331706	0.003329	4.1
10	-0.581800	7.026267	3004.174327	0.004041	4.2
11	-0.575846	7.900135	2913.335549	0.003690	4.2
12	-0.523761	8.900135	2815.900019	0.003193	4.4
13	-0.518104	9.898679	2724.899390	0.003018	4.7
14	-0.571411	10.898676	2639.476033	0.004051	5.0
15	-0.540157	11.898676	2559.245570	0.003256	4.5
16	-0.539529	12.893288	2484.143539	0.003661	4.7
17	-0.554862	11.952271	2555.083153	0.003387	4.5
18	-0.566023	12.952271	2479.828005	0.003766	4.6
19	-0.570875	12.011255	2550.517735	0.003689	4.1
20	-0.555938	13.011255	2475.527332	0.003609	4.2
21	-0.548422	14.011255	2404.820717	0.003168	4.2
22	-0.544897	13.070238	2471.241657	0.003359	4.0
23	-0.567955	12.129221	2541.435892	0.003582	3.9
24	-0.567357	13.129221	2466.970792	0.004457	4.3
25	-0.568856	14.129221	2396.745189	0.003155	3.8
26	-0.552154	15.129221	2330.407053	0.003971	4.2
27	-0.569595	16.129221	2267.642282	0.003590	3.8
28	-0.547215	17.129221	2208.169725	0.003311	3.9
29	-0.524599	16.686710	2234.097692	0.003895	4.0
30	-0.574381	15.749856	2291.050945	0.004036	4.0
31	-0.599556	15.804200	2287.668055	0.004263	3.6
32	-0.565359	16.804200	2227.154459	0.004069	3.8
33	-0.551892	17.804200	2169.759783	0.003727	3.8
34	-0.548788	18.804200	2115.248957	0.003415	3.8
35	-0.569752	19.804200	2063.409956	0.003407	3.7
36	-0.571286	20.803743	2014.073022	0.003624	3.5
37	-0.583201	21.556462	1978.449057	0.003728	3.6
38	-0.583758	22.545700	1933.504147	0.003786	4.1
39	-0.558073	21.606807	1976.111287	0.003263	3.7
40	-0.574979	20.671263	2020.476134	0.002971	4.0
41	-0.552841	21.671263	1973.126325	0.003557	3.5
42	-0.546371	20.949502	2007.074879	0.002832	4.2
43	-0.559508	21.944860	1960.555746	0.003748	3.7
44	-0.556584	21.003843	2004.478307	0.004414	3.7
45	-0.544359	22.003843	1957.866698	0.003778	3.6
46	-0.571284	21.062848	2001.666438	0.003810	4.4
47	-0.574202	22.062848	1955.183993	0.003448	3.6
48	-0.552247	23.061818	1910.856047	0.003657	3.4
49	-0.542291	24.061818	1868.450833	0.003473	3.8
50	-0.569439	23.715018	1882.942141	0.003460	4.3
51	-0.542640	24.715018	1841.753442	0.003729	4.1
52	-0.565544	23.774002	1880.461588	0.003701	4.1
53	-0.576071	22.833054	1920.828777	0.004118	4.1
54	-0.572272	21.892037	1962.970225	0.003553	4.1
55	-0.552288	20.954075	2006.856088	0.003451	3.8
56	-0.547229	21.954075	1960.135117	0.003430	3.7
57	-0.545884	21.013058	2004.038622	0.003243	3.7
58	-0.586535	20.072041	2049.953906	0.004087	3.3
59	-0.588358	21.072041	2001.229056	0.004058	3.5
60	-0.558369	22.072041	1954.766688	0.003382	3.6
61	-0.576902	21.131855	1998.387957	0.003597	3.5
62	-0.555042	20.191959	2043.986113	0.003402	3.6
63	-0.587155	21.191959	1995.541192	0.004133	3.7
64	-0.562257	20.250942	2041.063503	0.003472	3.9
65	-0.547599	19.309925	2088.711211	0.003826	3.7
66	-0.551764	20.309818	2038.154522	0.003930	3.7
67	-0.541182	21.309816	1989.982480	0.003156	4.2
68	-0.582666	22.309816	1944.034871	0.003812	4.6
69	-0.579702	21.368803	1987.211946	0.003879	3.6
70	-0.577245	22.368752	1941.392982	0.003034	3.6
71	-0.555889	23.368752	1897.637120	0.003672	3.6
72	-0.571968	22.429801	1938.663989	0.003508	4.1
73	-0.570486	21.493328	1981.388483	0.003483	3.9
74	-0.587631	22.488098	1936.065162	0.003771	4.0
75	-0.581914	21.547081	1978.885262	0.003534	4.1
76	-0.566229	20.633852	2022.291672	0.004047	3.7
77	-0.556759	19.692835	2069.056929	0.003332	3.9
78	-0.587643	18.751818	2118.036269	0.004151	3.8
79	-0.558963	19.250797	2091.779489	0.003664	3.9
80	-0.562317	18.561944	2128.201603	0.003528	3.7
81	-0.555326	17.620980	2180.053233	0.003697	3.9
82	-0.562371	18.620980	2125.030534	0.003317	3.8
