1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.000000	627.201626	0.000000	726.3
1	-0.958388	623.504937	0.007192	26.4
2	-0.739032	619.865785	0.007164	26.8
3	-0.324974	616.282728	0.006178	28.4
4	-0.377872	612.754375	0.005914	26.2
5	-0.000000	609.279381	0.000000	29.4
6	-0.000000	605.856447	0.000000	27.0
7	-0.607761	602.484317	0.004298	28.2
8	-0.553520	599.161779	0.003933	28.8
9	-0.000207	595.887656	0.000018	28.9
10	-0.832109	592.660813	0.010449	28.4
11	-0.000000	589.480151	0.000000	27.1
12	-0.494071	586.344606	0.007499	29.2
13	-0.000000	583.253145	0.000000	28.6
14	-0.644470	580.204771	0.006661	30.0
15	-0.273742	577.198517	0.005586	27.5
16	-0.330011	574.233444	0.003706	28.9
17	-0.521504	571.308645	0.007492	28.5
18	-0.002205	568.423237	0.000065	29.0
19	-0.627265	565.576365	0.007463	29.1
20	-0.000044	562.767201	0.000027	28.9
21	-0.915426	559.994938	0.008194	29.4
22	-0.750307	557.258797	0.007150	29.5
23	-0.870171	554.558018	0.007119	28.1
24	-0.615462	551.891865	0.005016	29.4
25	-0.813264	549.259621	0.008831	28.7
26	-0.546257	546.660592	0.007486	31.1
27	-0.000000	544.094102	0.000000	27.9
28	-0.426752	541.559494	0.006890	29.4
29	-0.144731	539.056129	0.002716	29.7
30	-0.291975	536.583387	0.004838	28.6
31	-0.687596	534.140663	0.006954	28.0
32	-0.029885	531.727370	0.002354	29.0
33	-0.059872	529.342935	0.001313	29.0
34	-0.464113	526.986802	0.006189	29.1
35	-0.771133	524.658430	0.007102	27.4
36	-0.005233	522.357290	0.000106	28.5
37	-0.483478	520.082868	0.006484	28.8
38	-0.415943	517.834665	0.005985	28.8
39	-1.072749	515.612193	0.013625	27.3
40	-0.909926	513.414976	0.009871	28.7
41	-0.462346	511.242551	0.008061	27.9
42	-0.487557	509.094468	0.006542	29.7
43	-0.000677	506.970285	0.000024	26.5
44	-0.664202	504.869574	0.007047	29.5
45	-0.633519	502.791916	0.007872	29.1
46	-0.692742	500.736903	0.005786	28.9
47	-0.000000	498.704137	0.000000	27.6
48	-0.593086	496.693228	0.007389	29.2
49	-0.552870	494.703798	0.005403	28.5
50	-0.000000	492.735476	0.000000	29.4
51	-0.000705	490.787900	0.000178	28.3
52	-0.116475	488.860718	0.001552	28.7
53	-0.483850	486.953585	0.006328	29.2
54	-0.767490	485.066164	0.008759	26.5
55	-0.701535	483.198126	0.005624	27.7
56	-0.000000	481.349149	0.000000	28.7
57	-0.000000	479.518920	0.000000	27.8
58	-0.000000	477.707132	0.000000	29.3
59	-0.372198	475.913485	0.005233	28.2
60	-0.000000	474.137684	0.000000	30.4
61	-0.000074	472.379445	0.000012	28.8
62	-0.530164	470.638485	0.006558	28.7
63	-0.000000	468.914531	0.000000	28.4
64	-0.587335	467.207315	0.006853	28.7
65	-0.839965	465.516573	0.009407	27.0
66	-0.678126	463.842050	0.007716	28.9
67	-0.742112	462.183494	0.009577	28.2
68	-0.801461	460.540658	0.006532	29.2
69	-0.010621	458.913303	0.000157	28.9
70	-0.528224	457.301192	0.005338	28.4
71	-0.691163	455.704096	0.007403	30.3
72	-0.891936	454.121787	0.009179	27.9
73	-0.147462	452.554045	0.003137	29.1
74	-0.701046	451.000653	0.007827	27.7
75	-0.557158	449.461399	0.006128	29.9
76	-0.163284	447.936075	0.001421	28.9
77	-0.000000	446.424477	0.000000	28.4
78	-0.103766	444.926406	0.001490	28.0
79	-0.027175	443.441666	0.000708	28.8
80	-0.000000	441.970065	0.000000	28.2
81	-0.000000	440.511415	0.000000	27.9
82	-0.204202	439.065533	0.002542	30.2
83	-0.368826	437.632238	0.005093	29.0
84	-0.771494	436.211351	0.006142	29.3
85	-0.000000	434.802701	0.000000	27.6
86	-0.192523	433.406117	0.002012	29.0
87	-0.415561	432.021430	0.006670	28.3
88	-0.000000	430.648479	0.000000	28.7
89	-0.019152	429.287101	0.000677	26.1
90	-0.514144	427.937140	0.007040	29.3
91	-0.813353	426.598440	0.007612	28.7
92	-0.775746	425.270849	0.006205	28.3
93	-0.000000	423.954220	0.000000	28.2
94	-0.000000	422.648404	0.000000	29.6
95	-0.638913	421.353259	0.013342	28.9
96	-0.323514	420.068643	0.003285	29.6
97	-0.052400	418.794419	0.001549	29.6
98	-0.376019	417.530451	0.005055	29.1
99	-0.059947	416.276604	0.001503	28.9
100	-0.000025	415.032748	0.000014	27.5
101	-0.531773	413.798754	0.006324	28.5
102	-0.391196	412.574495	0.006524	29.2
103	-0.919536	411.359849	0.006541	29.1
104	-0.494315	410.154691	0.005821	27.4
105	-0.816726	408.958904	0.006857	29.0
106	-0.029796	407.772368	0.001637	29.8
107	-0.827789	406.594968	0.009594	28.9
108	-0.574139	405.426590	0.004657	28.0
109	-0.000000	404.267122	0.000000	29.3
110	-0.000000	403.116456	0.000000	29.5
111	-0.503250	401.974481	0.007960	29.1
112	-0.411837	400.841093	0.005062	27.5
113	-0.603759	399.716187	0.003780	28.4
114	-0.361831	398.599660	0.003911	29.7
115	-0.877831	397.491411	0.009667	28.8
116	-0.231305	396.391342	0.002728	29.7
117	-0.000000	395.299353	0.000000	26.6
118	-0.000000	394.215350	0.000000	30.3
119	-0.194285	393.139238	0.002325	27.6
120	-0.749607	392.070924	0.005830	28.4
121	-0.138528	391.010316	0.003057	29.3
122	-0.859784	389.957325	0.009849	29.0
123	-0.000000	388.911862	0.000000	28.2
124	-0.000000	387.873839	0.000000	28.2
125	-0.000000	386.843173	0.000000	28.0
126	-0.000000	385.819777	0.000000	29.1
127	-0.186775	384.803569	0.004223	29.4
128	-0.685480	383.794468	0.008628	29.4
129	-0.763601	382.792393	0.005671	29.1
130	-0.015105	381.797264	0.000657	29.2
131	-0.000000	380.809005	0.000000	28.0
132	-0.000000	379.827537	0.000000	28.2
133	-0.865947	378.852786	0.008929	27.7
134	-0.846039	377.884678	0.007078	29.5
135	-0.057227	376.923138	0.001876	29.0
136	-0.963177	375.968095	0.011419	29.1
137	-0.598802	375.019479	0.008285	28.8
138	-0.736390	374.077218	0.004805	28.5
139	-0.262272	373.141244	0.002918	29.0
140	-0.642421	372.211489	0.006953	27.0
141	-0.027174	371.287887	0.000555	28.9
142	-0.881393	370.370370	0.008992	28.7
143	-0.810523	369.458876	0.006331	28.6
144	-0.009538	368.553338	0.000416	29.4
145	-0.482449	367.653696	0.007582	29.2
146	-0.497728	366.759885	0.009076	28.5
147	-0.043839	365.871846	0.000984	28.0
148	-0.869685	364.989518	0.007746	28.2
149	-0.448101	364.112841	0.006327	29.8
150	-0.439680	363.241757	0.006465	28.0
151	-0.000000	362.376208	0.000000	28.3
152	-0.557637	361.516137	0.006326	28.8
153	-0.240017	360.661488	0.003754	29.5
154	-0.000000	359.812206	0.000000	27.9
155	-0.000040	358.968236	0.000001	28.8
156	-0.448539	358.129524	0.005040	29.2
157	-0.656352	357.296018	0.005958	28.5
158	-0.681129	356.467665	0.005574	26.6
159	-0.471108	355.644414	0.004538	28.2
160	-0.570422	354.826213	0.006200	28.5
161	-0.000000	354.013012	0.000000	28.9
162	-0.000057	353.204763	0.000010	26.1
163	-0.000000	352.401415	0.000000	29.4
164	-0.000000	351.602922	0.000000	28.4
165	-0.853417	350.809235	0.009039	27.0
166	-0.854864	350.020308	0.007547	28.2
167	-0.000000	349.236095	0.000000	29.1
168	-0.000000	348.456550	0.000000	29.1
169	-0.610257	347.681627	0.006961	29.0
170	-0.976949	346.911283	0.009894	29.2
171	-0.000000	346.145474	0.000000	29.2
172	-0.876687	345.384157	0.007722	28.2
173	-0.000000	344.627288	0.000000	28.0
174	-0.535848	343.874826	0.007902	29.5
175	-0.769976	343.126729	0.006280	28.5
176	-0.480407	342.382957	0.007523	28.9
177	-0.638367	341.643469	0.005063	28.4
178	-0.071807	340.908224	0.002470	28.7
179	-0.000000	340.177184	0.000000	29.2
180	-0.964150	339.450309	0.009000	28.2
181	-0.490786	338.727561	0.006953	27.4
182	-0.509481	338.008902	0.008277	29.0
183	-0.594480	337.294295	0.006093	29.7
184	-0.843828	336.583703	0.006414	29.2
185	-0.293096	335.877089	0.002924	28.4
186	-0.689922	335.174416	0.005933	28.7
187	-0.451452	334.475651	0.005589	28.5
188	-0.000000	333.780756	0.000000	26.6
189	-0.708894	333.089698	0.008968	28.6
190	-0.000000	332.402443	0.000000	29.1
191	-0.899733	331.718955	0.009823	28.6
192	-0.615759	331.039203	0.006910	29.1
193	-0.790700	330.363153	0.005204	28.0
194	-0.000000	329.690771	0.000000	28.8
195	-0.874813	329.022027	0.007577	27.8
196	-0.000000	328.356888	0.000000	28.9
197	-0.440546	327.695322	0.008344	29.7
198	-0.891429	327.037299	0.007379	29.0
199	-0.618777	326.382787	0.007149	27.7
200	-0.773333	325.731758	0.011520	26.6
201	-0.059702	325.084179	0.001475	29.0
202	-0.742261	324.440023	0.004214	28.8
203	-0.866605	323.799258	0.010091	27.6
204	-0.143593	323.161858	0.002389	28.4
205	-0.891984	322.527792	0.009053	29.6
206	-1.004347	321.897034	0.012794	29.1
207	-0.709024	321.269554	0.006985	26.6
208	-0.737411	320.645325	0.010716	28.8
209	-0.500236	320.024320	0.006142	29.7
210	-0.450819	319.406512	0.006837	28.1
211	-0.164726	318.791875	0.001713	27.3
212	-0.261942	318.180381	0.003928	28.7
213	-0.024455	317.572005	0.000319	30.3
214	-0.000000	316.966721	0.000000	29.9
215	-0.824168	316.364504	0.009973	27.1
216	-0.415665	315.765329	0.006399	28.5
217	-0.684857	315.169170	0.005122	28.7
218	-0.586729	314.576003	0.007747	29.0
219	-0.593974	313.985804	0.007301	28.7
220	-0.894576	313.398548	0.010911	30.1
221	-1.135363	312.814213	0.012691	29.4
222	-0.139384	312.232773	0.002333	28.5
223	-0.000547	311.654207	0.000039	28.0
224	-0.000000	311.078491	0.000000	28.5
225	-0.000000	310.505602	0.000000	28.5
226	-0.292931	309.935518	0.004552	28.8
227	-0.000000	309.368217	0.000000	26.1
228	-0.063285	308.803676	0.001511	30.1
229	-0.000000	308.241874	0.000000	28.2
230	-0.247723	307.682789	0.004181	28.6
231	-0.966019	307.126400	0.008846	27.1
232	-0.783886	306.572687	0.008677	29.8
233	-0.933949	306.021627	0.011280	28.2
234	-0.435367	305.473201	0.005526	28.9
235	-0.844338	304.927388	0.009610	28.4
236	-0.790382	304.384168	0.007361	29.0
237	-0.477567	303.843521	0.005801	28.1
238	-0.909614	303.305427	0.008261	27.9
239	-0.412714	302.769867	0.006352	29.2
240	-0.172916	302.236821	0.003065	28.6
241	-0.282983	301.706270	0.004447	27.9
242	-0.995454	301.178196	0.009254	29.1
243	-0.756140	300.652580	0.005511	29.5
244	-0.000000	300.129402	0.000000	30.0
245	-0.611608	299.608645	0.005758	28.0
246	-0.438962	299.090291	0.004028	28.4
247	-0.521929	298.574321	0.006867	27.8
248	-0.422433	298.060718	0.006115	28.8
249	-0.014617	297.549465	0.001062	27.4
250	-0.924225	297.040543	0.009375	28.9
251	-0.766189	296.533936	0.006945	28.8
252	-0.731519	296.029626	0.007074	27.5
253	-0.041991	295.527597	0.001653	28.7
254	-0.775359	295.027832	0.008184	27.3
255	-0.000000	294.530315	0.000000	30.0
256	-0.000000	294.035028	0.000000	28.2
257	-0.000000	293.541956	0.000000	28.2
258	-0.000000	293.051083	0.000000	28.9
259	-0.227668	292.562393	0.003115	28.1
260	-0.442395	292.075870	0.004880	28.2
261	-0.598800	291.591498	0.006798	28.0
262	-0.917532	291.109263	0.008027	30.1
263	-1.064060	290.629149	0.010333	27.9
264	-0.534032	290.151140	0.005127	27.9
265	-0.000985	289.675222	0.000452	27.5
266	-0.225707	289.201380	0.003325	28.4
267	-0.931962	288.729600	0.008595	30.2
268	-0.678685	288.259866	0.007951	27.4
269	-0.792820	287.792165	0.005046	29.5
270	-0.000000	287.326481	0.000000	28.8
271	-0.000000	286.862802	0.000000	29.1
272	-0.437748	286.401113	0.005579	28.2
273	-1.053060	285.941400	0.009705	28.8
274	-0.000000	285.483649	0.000000	28.5
275	-0.000000	285.027847	0.000000	27.1
276	-0.529431	284.573981	0.004245	29.1
277	-0.253148	284.122037	0.002030	29.1
278	-0.000000	283.672002	0.000000	28.5
279	-0.985159	283.223863	0.009312	28.8
280	-0.901647	282.777607	0.008441	27.6
281	-0.329803	282.333221	0.004644	27.8
282	-0.877699	281.890692	0.007683	29.3
283	-0.726252	281.450008	0.005662	28.7
284	-0.426132	281.011157	0.003337	28.1
285	-0.751426	280.574125	0.008977	28.5
286	-0.061397	280.138901	0.001334	26.6
287	-0.028980	279.705473	0.000648	28.7
288	-0.667442	279.273829	0.007716	28.6
289	-0.000000	278.843956	0.000000	26.9
290	-0.077289	278.415844	0.001663	30.0
291	-0.527589	277.989479	0.006933	29.3
292	-1.066405	277.564851	0.011595	29.4
293	-0.731255	277.141949	0.007713	27.8
294	-0.000000	276.720761	0.000000	28.9
295	-0.000000	276.301275	0.000000	27.8
296	-0.450135	275.883480	0.005811	28.6
297	-0.708542	275.467366	0.005623	29.7
298	-0.422384	275.052922	0.005441	29.5
299	-0.585741	274.640136	0.005796	29.6
300	-0.327112	274.228998	0.002428	28.9
301	-0.063786	273.819497	0.003168	28.4
302	-0.037145	273.411623	0.001412	27.3
303	-0.666814	273.005365	0.006720	29.3
