1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.479195	0.000000	821.950535	0.005120	245.9
1	-0.517626	0.000000	821.950535	0.005530	2.5
2	-0.544718	0.000000	821.950535	0.004540	2.6
3	-0.556777	0.000000	821.950535	0.004507	2.4
4	-0.543199	0.000000	821.950535	0.004261	2.6
5	-0.555921	0.000000	821.950535	0.003235	2.3
6	-0.579890	0.000000	821.950535	0.003429	2.4
7	-0.574486	0.000000	821.950535	0.004508	2.6
8	-0.573695	0.000000	821.950535	0.004215	2.6
9	-0.644723	0.000000	821.950535	0.005324	2.5
10	-0.617075	0.000000	821.950535	0.004795	2.5
11	-0.625231	0.000000	821.950535	0.004392	2.3
12	-0.674890	0.000000	821.950535	0.005279	2.4
13	-0.686051	0.000000	821.950535	0.003211	2.8
14	-0.659088	0.000000	821.950535	0.003019	2.7
15	-0.697466	0.000000	821.950535	0.002501	2.4
16	-0.680084	0.000000	821.950535	0.002065	2.5
17	-0.697820	0.000000	821.950535	0.002089	2.3
18	-0.695750	0.000000	821.950535	0.002083	2.3
19	-0.658070	0.000000	821.950535	0.002366	2.8
20	-0.711752	0.048082	820.072865	0.002218	2.5
21	-0.716533	0.000000	821.950535	0.002260	2.4
22	-0.700646	0.000000	821.950535	0.001862	2.5
23	-0.678180	0.000000	821.950535	0.002966	2.3
24	-0.702658	0.000000	821.950535	0.002335	2.4
25	-0.728052	0.000000	821.950535	0.002657	2.5
26	-0.739843	0.000000	821.950535	0.002497	2.4
27	-0.735492	0.000000	821.950535	0.002758	2.6
28	-0.735846	0.000000	821.950535	0.002823	2.6
29	-0.723734	0.000000	821.950535	0.002857	2.4
30	-0.747183	0.000000	821.950535	0.002505	2.4
31	-0.733985	0.000000	821.950535	0.002630	2.4
32	-0.742017	0.000000	821.950535	0.002121	2.4
33	-0.773732	0.000000	821.950535	0.002183	2.6
34	-0.751013	0.000000	821.950535	0.001465	2.7
35	-0.745267	0.000000	821.950535	0.002017	2.7
36	-0.765593	0.000000	821.950535	0.002481	2.6
37	-0.738651	0.949326	786.400510	0.002159	2.3
38	-0.772217	0.773591	792.747553	0.002901	2.6
39	-0.716869	0.597857	799.197884	0.001812	2.5
40	-0.734530	0.422122	805.754044	0.001970	2.3
41	-0.781536	0.246387	812.418660	0.001421	2.6
42	-0.780324	0.070652	819.194445	0.001498	2.5
43	-0.803145	0.000000	821.950535	0.002143	2.4
44	-0.747987	0.000000	821.950535	0.001736	2.5
45	-0.763993	0.000000	821.950535	0.002182	2.5
46	-0.730302	0.000000	821.950535	0.001124	2.4
47	-0.753041	0.000000	821.950535	0.002067	2.5
48	-0.765779	0.000000	821.950535	0.003501	2.7
49	-0.774754	0.000000	821.950535	0.002837	2.4
50	-0.774489	1.000000	784.589147	0.001726	2.5
51	-0.789863	0.824265	790.906867	0.001428	2.6
52	-0.764061	0.649045	797.308198	0.001941	2.6
53	-0.779128	0.473314	803.833149	0.001319	2.5
54	-0.728070	0.297579	810.465879	0.001929	2.5
55	-0.772393	0.121844	817.208995	0.002517	2.9
56	-0.790905	0.000000	821.950535	0.001713	2.4
57	-0.760486	1.000000	784.589147	0.001486	2.5
58	-0.777434	0.902190	788.092948	0.001708	2.5
59	-0.749870	0.730791	794.308934	0.002098	2.7
60	-0.789995	1.348749	772.345759	0.001891	2.5
61	-0.790756	1.173014	778.467074	0.002195	2.5
62	-0.789646	0.997279	784.686195	0.002154	2.6
63	-0.798399	1.997279	750.565368	0.001386	2.6
64	-0.753519	1.821544	756.345013	0.001651	2.6
65	-0.775432	1.645810	762.214332	0.001286	2.5
66	-0.797462	1.470076	768.175485	0.001688	2.6
67	-0.772211	1.294341	774.230616	0.001575	2.4
68	-0.765188	1.118618	780.381536	0.001550	2.5
69	-0.797780	0.942884	786.631379	0.001395	2.6
70	-0.777186	0.767149	792.982164	0.001554	2.6
71	-0.758052	0.591415	799.436328	0.002145	2.6
72	-0.767016	1.591166	764.058001	0.001572	2.5
73	-0.804513	1.415431	770.048140	0.002241	2.8
74	-0.766250	1.510181	766.806868	0.001670	2.6
75	-0.779797	1.334446	772.840357	0.002918	2.6
76	-0.764640	1.158711	778.969546	0.001685	2.5
77	-0.769142	0.982976	785.196730	0.002157	2.4
78	-0.823463	0.807242	791.524278	0.001738	2.5
79	-0.777801	0.631518	797.954221	0.001415	2.5
80	-0.790745	0.523716	801.950812	0.001377	2.4
81	-0.805497	0.347981	808.552404	0.002405	2.7
82	-0.783553	1.347981	772.372294	0.001628	2.5
