1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.619592	0.000000	10.398198	0.024536	1142.1
1	-0.626176	0.000000	10.398198	0.019202	3.2
2	-0.605814	0.000000	10.398198	0.025033	3.0
3	-0.591261	0.411098	10.198551	0.033468	3.2
4	-0.615554	1.411098	9.743484	0.020606	3.0
5	-0.612912	2.411098	9.327293	0.023046	3.0
6	-0.627385	3.411086	8.945205	0.020720	3.0
7	-0.598595	4.411086	8.593185	0.028883	2.9
8	-0.592213	4.063102	8.712496	0.022709	3.0
9	-0.625093	4.109869	8.696269	0.031243	3.0
10	-0.573411	3.761885	8.818479	0.049088	3.0
11	-0.585958	4.761885	8.476172	0.013270	3.1
12	-0.602007	5.761884	8.159447	0.022514	3.1
13	-0.636185	6.750332	7.868813	0.013527	3.0
14	-0.612093	7.750322	7.595121	0.025523	3.0
15	-0.599065	7.402368	7.688168	0.026874	3.1
16	-0.625815	8.381032	7.432080	0.018849	3.0
17	-0.606511	9.381029	7.187451	0.016395	3.2
18	-0.617772	10.380893	6.958443	0.016628	3.0
19	-0.615796	10.032909	7.036471	0.030365	3.2
20	-0.624477	9.684928	7.116268	0.017583	3.2
21	-0.610819	10.057858	7.030819	0.015793	3.1
22	-0.614703	9.709879	7.110486	0.018795	3.3
23	-0.635012	9.361896	7.191981	0.024438	3.1
24	-0.605801	9.252462	7.217996	0.024437	3.1
25	-0.576643	8.904478	7.301989	0.021930	3.1
26	-0.637556	9.904405	7.065729	0.026456	2.9
27	-0.619227	9.556421	7.146196	0.027239	3.4
28	-0.635637	10.237837	6.990310	0.016384	3.0
29	-0.649912	11.237837	6.773474	0.021968	3.1
30	-0.615638	10.961176	6.832107	0.015896	3.2
31	-0.595824	10.613388	6.907269	0.018587	3.1
32	-0.622384	11.613368	6.695480	0.014826	3.3
33	-0.607878	12.610267	6.496889	0.023511	3.1
34	-0.615261	13.395656	6.348539	0.022178	3.1
35	-0.619502	14.395656	6.169180	0.018937	3.1
36	-0.636375	14.059740	6.228288	0.020893	3.2
37	-0.585548	15.059740	6.055567	0.022245	3.1
38	-0.624200	16.059740	5.892167	0.012672	3.1
39	-0.597485	17.059740	5.737353	0.017495	3.1
40	-0.625560	18.059583	5.590489	0.014679	3.1
41	-0.620315	17.914225	5.611371	0.020207	3.3
42	-0.618204	17.566241	5.662003	0.021489	3.3
43	-0.622042	18.566236	5.518902	0.016356	3.5
44	-0.628906	18.218293	5.567865	0.028816	3.1
45	-0.612233	19.218293	5.429424	0.014737	3.2
46	-0.651877	20.215007	5.298123	0.025234	3.1
47	-0.620435	19.867023	5.343236	0.013471	3.1
48	-0.604370	20.867023	5.215613	0.019420	3.0
49	-0.603320	21.760612	5.106619	0.022530	2.9
50	-0.623645	22.760612	4.989925	0.023098	3.2
51	-0.591064	22.412628	5.029923	0.025202	3.1
52	-0.610729	22.064644	5.070567	0.022623	3.2
53	-0.616778	21.930817	5.086373	0.017484	3.1
54	-0.630364	22.907962	4.973179	0.014141	3.0
55	-0.622186	22.559980	5.012908	0.018456	3.0
56	-0.615386	22.465349	5.023822	0.014583	3.1
57	-0.619219	22.574820	5.011201	0.016990	3.2
58	-0.623837	23.488552	4.908278	0.016601	3.0
59	-0.590678	23.140844	4.946941	0.019768	3.5
60	-0.605949	22.792860	4.986250	0.024904	3.1
61	-0.597760	22.461911	5.024219	0.020601	3.2
62	-0.586420	23.461911	4.911219	0.018664	3.1
63	-0.611846	24.461114	4.803274	0.011346	3.1
64	-0.629032	25.460287	4.699975	0.016275	3.3
65	-0.625746	26.451697	4.601778	0.016624	3.1
66	-0.625439	27.448689	4.507081	0.020313	3.2
67	-0.597636	27.100705	4.539687	0.012219	3.0
68	-0.644227	26.752762	4.572765	0.015513	3.0
69	-0.600212	26.405627	4.606250	0.026955	3.0
70	-0.625211	26.093440	4.636785	0.022474	3.2
71	-0.612313	27.093440	4.540373	0.021093	3.3
72	-0.591300	28.093433	4.447890	0.017644	3.1
73	-0.596915	27.745449	4.479642	0.013466	3.4
74	-0.651790	28.745380	4.389597	0.018573	3.2
75	-0.595464	29.745373	4.303095	0.024309	3.1
76	-0.604396	30.745373	4.219936	0.022469	3.2
77	-0.653809	30.397389	4.248507	0.024756	3.1
78	-0.600948	30.049405	4.277467	0.023567	3.3
79	-0.627222	31.049405	4.195286	0.014069	3.2
80	-0.605227	32.049367	4.116207	0.018727	3.1
81	-0.594694	31.709265	4.142766	0.023090	3.0
82	-0.645179	32.709265	4.065633	0.024023	3.1
83	-0.605593	32.361281	4.092146	0.017399	3.3
84	-0.613097	32.013297	4.119007	0.013756	3.4
85	-0.597286	33.013251	4.042752	0.011985	3.1
86	-0.612919	32.665306	4.068963	0.022986	3.0
87	-0.602896	33.664950	3.994555	0.019135	3.3
88	-0.587897	33.316966	4.020147	0.021550	3.1
89	-0.624610	32.968982	4.046068	0.014244	3.2
90	-0.601678	33.968982	3.972462	0.023867	3.1
91	-0.614487	34.968982	3.901485	0.018197	3.2
92	-0.647597	35.968982	3.833001	0.016717	3.1
93	-0.591087	35.634901	3.855611	0.017382	3.2
94	-0.607265	35.286957	3.879445	0.017825	3.1
95	-0.594635	36.286949	3.811726	0.015495	3.1
96	-0.627814	36.747817	3.781306	0.023738	3.1
97	-0.610883	36.399833	3.804230	0.022826	3.2
98	-0.608450	37.399833	3.739089	0.017229	3.2
99	-0.619613	37.051849	3.761502	0.015943	3.1
100	-0.603918	36.703866	3.784186	0.021760	3.1
101	-0.629301	36.357330	3.807049	0.020080	3.2
102	-0.626752	37.357330	3.741812	0.028398	2.9
103	-0.612079	37.009346	3.764258	0.024109	3.1
104	-0.630077	36.661363	3.786975	0.022622	3.1
105	-0.633460	36.692200	3.784951	0.017557	3.4
106	-0.603528	36.344248	3.807917	0.015821	3.2
107	-0.620725	37.339755	3.742939	0.028868	3.1
108	-0.626025	38.339755	3.679863	0.015266	3.2
109	-0.620167	37.992692	3.701512	0.020111	3.1
110	-0.630583	38.007259	3.700598	0.017539	3.3
111	-0.592106	37.659275	3.722551	0.015449	3.2
112	-0.622429	38.659250	3.660156	0.015304	3.1
113	-0.628335	39.603245	3.603143	0.021417	3.1
114	-0.615217	40.504889	3.550322	0.017367	3.3
115	-0.615143	40.156905	3.570524	0.017428	3.1
116	-0.639000	39.893027	3.585996	0.024335	3.2
117	-0.617155	40.800376	3.533347	0.024341	3.2
118	-0.617458	40.535980	3.548528	0.016300	3.6
119	-0.617018	40.188015	3.568708	0.016420	3.5
120	-0.596428	39.840115	3.589115	0.028115	3.7
121	-0.615732	40.839976	3.531084	0.015280	3.6
122	-0.622822	40.516991	3.549624	0.019077	3.6
123	-0.609566	41.477887	3.495031	0.021022	4.6
124	-0.607815	42.477834	3.439975	0.013345	3.8
125	-0.615030	43.240795	3.399120	0.025571	4.5
126	-0.603879	44.240790	3.347019	0.020605	3.7
127	-0.617184	43.893553	3.364929	0.020098	3.4
128	-0.615917	44.892902	3.313895	0.020557	3.1
129	-0.591695	44.544950	3.331487	0.018679	3.0
130	-0.605083	45.514290	3.282936	0.014294	3.3
131	-0.567566	45.166306	3.300202	0.014992	3.5
132	-0.647663	44.818322	3.317650	0.025689	3.3
133	-0.631920	45.153421	3.300845	0.015642	3.5
134	-0.603483	46.153421	3.251691	0.013665	3.6
135	-0.610475	45.815447	3.268139	0.017713	3.6
136	-0.615859	46.794433	3.220945	0.027154	3.5
137	-0.589905	47.100798	3.206455	0.016658	3.5
138	-0.612593	48.073482	3.161302	0.013214	3.6
139	-0.592715	49.073476	3.116189	0.021348	3.7
140	-0.624048	48.727445	3.131653	0.024988	3.4
141	-0.637774	48.379461	3.147360	0.015704	3.1
142	-0.630870	49.378766	3.102671	0.033401	3.3
143	-0.632816	49.030782	3.118088	0.021622	3.6
144	-0.623407	49.816016	3.083514	0.017203	3.6
145	-0.615438	50.815594	3.040595	0.025406	3.7
146	-0.625156	50.467610	3.055400	0.020623	3.7
147	-0.624707	50.534450	3.052546	0.016213	3.6
148	-0.591329	51.266684	3.021616	0.022283	3.5
149	-0.621180	52.266684	2.980375	0.009190	3.7
150	-0.591512	53.263193	2.940382	0.019257	3.4
151	-0.604364	53.046903	2.948971	0.017080	3.4
152	-0.599435	52.698919	2.962895	0.014843	4.0
153	-0.641976	53.698918	2.923231	0.020776	3.3
154	-0.578691	54.696925	2.884690	0.019495	3.5
155	-0.611780	55.696641	2.847089	0.021991	3.6
156	-0.616332	55.571538	2.851741	0.020171	3.7
157	-0.643003	55.223554	2.864760	0.023208	3.7
158	-0.611381	54.875570	2.877898	0.018910	3.7
159	-0.620669	55.870738	2.840641	0.022738	3.4
160	-0.596103	56.057283	2.833764	0.019590	3.4
161	-0.597196	55.746020	2.845257	0.012078	3.3
162	-0.616426	56.218107	2.827862	0.007989	3.4
163	-0.624047	55.931196	2.838409	0.012325	3.5
164	-0.612430	56.712458	2.809873	0.019298	3.0
165	-0.638557	56.364489	2.822512	0.018338	3.1
166	-0.625685	56.016505	2.835265	0.009886	3.2
167	-0.602614	56.956852	2.801064	0.012951	3.1
168	-0.621152	57.956621	2.765597	0.018259	3.0
169	-0.638796	58.520030	2.746002	0.022487	3.2
170	-0.604871	58.172046	2.758072	0.021484	3.1
171	-0.597073	59.172046	2.723670	0.012708	3.1
172	-0.586820	60.148740	2.690888	0.010362	3.0
173	-0.620045	59.800848	2.702474	0.014732	3.1
174	-0.642551	59.794679	2.702680	0.015915	3.1
175	-0.606662	59.551622	2.710835	0.013361	3.2
176	-0.636359	60.523361	2.678523	0.016596	3.1
177	-0.635172	61.418318	2.649437	0.023347	3.0
178	-0.624740	61.070334	2.660671	0.027386	3.3
179	-0.591666	60.722350	2.672001	0.019460	3.1
180	-0.628206	61.691891	2.640672	0.017318	3.2
181	-0.598379	61.343907	2.651831	0.029360	3.1
182	-0.592926	60.995953	2.663085	0.017620	3.1
183	-0.605140	61.995953	2.630998	0.019289	3.0
184	-0.617180	62.981358	2.600127	0.016284	3.1
185	-0.607175	62.634609	2.610907	0.027837	3.3
186	-0.629187	63.597729	2.581182	0.037388	3.2
187	-0.600678	63.249745	2.591844	0.016574	3.5
188	-0.604082	62.901761	2.602593	0.017720	3.4
189	-0.614221	63.783832	2.575517	0.024489	3.1
190	-0.644365	63.435848	2.586131	0.012645	3.1
191	-0.611307	63.263978	2.591406	0.008051	3.1
192	-0.609967	62.922773	2.601942	0.023051	3.1
193	-0.640270	63.920468	2.571373	0.018759	3.3
194	-0.613622	63.572485	2.581953	0.016817	3.1
195	-0.612474	64.572484	2.551780	0.022785	3.0
196	-0.629643	64.231952	2.561975	0.019430	3.4
197	-0.608661	65.231952	2.532265	0.017300	3.1
198	-0.628711	64.884202	2.542518	0.024690	3.2
199	-0.619024	65.718899	2.518046	0.019467	3.1
200	-0.609551	65.371087	2.528186	0.018470	3.1
201	-0.658425	66.369768	2.499287	0.021336	3.2
202	-0.623692	66.021795	2.509281	0.020185	3.1
203	-0.593776	67.021513	2.480782	0.014848	3.2
204	-0.578941	66.690535	2.490145	0.019209	3.1
205	-0.623158	67.690535	2.462068	0.028051	3.1
206	-0.630468	67.342551	2.471767	0.024470	3.7
207	-0.614175	68.342551	2.444100	0.022810	3.6
208	-0.648465	69.342551	2.417047	0.017289	3.5
209	-0.634060	70.342551	2.390585	0.021419	3.5
210	-0.613247	71.342551	2.364697	0.014727	3.6
211	-0.616053	71.048522	2.372251	0.017325	3.6
212	-0.618678	70.700541	2.381253	0.009748	3.6
213	-0.604721	70.354279	2.390278	0.016212	3.5
214	-0.610647	71.354277	2.364397	0.020627	3.4
215	-0.601125	72.354276	2.339070	0.017216	3.7
216	-0.589881	73.310129	2.315363	0.018073	3.6
217	-0.618606	74.310098	2.291071	0.024621	3.8
218	-0.619870	73.962114	2.299466	0.018116	3.7
219	-0.624115	73.614130	2.307923	0.025444	3.9
220	-0.638232	74.614130	2.283786	0.025325	3.9
221	-0.629089	75.614090	2.260148	0.017547	3.6
222	-0.617699	76.614089	2.236994	0.016871	4.0
223	-0.654477	76.934915	2.229666	0.020048	3.5
224	-0.617911	76.598142	2.237360	0.019575	3.8
225	-0.603938	76.252848	2.245304	0.021838	3.6
226	-0.639649	77.252848	2.222451	0.013658	3.3
227	-0.626921	78.252537	2.200066	0.015647	3.5
228	-0.589525	79.129002	2.180808	0.015581	3.6
229	-0.609603	78.943957	2.184846	0.013075	3.4
230	-0.634021	79.942917	2.163224	0.032414	3.5
231	-0.573025	79.595489	2.170695	0.021504	3.5
232	-0.611447	80.595009	2.149340	0.017645	3.6
233	-0.629517	81.595009	2.128390	0.017014	3.6
234	-0.591609	81.448354	2.131437	0.017237	3.2
235	-0.631257	81.101132	2.138685	0.019679	3.1
236	-0.608674	82.101063	2.117943	0.014894	3.2
237	-0.634159	81.754192	2.125093	0.019225	3.1
238	-0.621429	82.543746	2.108888	0.008603	3.3
239	-0.621755	82.197479	2.115964	0.017424	3.2
240	-0.629001	83.092959	2.097761	0.011948	3.1
241	-0.623865	82.784173	2.104003	0.016986	3.3
242	-0.641360	82.437844	2.111047	0.017550	3.2
243	-0.607805	83.437844	2.090834	0.017774	3.4
244	-0.610657	84.437844	2.071004	0.021461	3.3
245	-0.620416	84.089860	2.077861	0.020920	3.1
246	-0.640320	83.762781	2.084349	0.021690	3.1
247	-0.618460	83.414797	2.091295	0.018854	3.5
248	-0.600405	84.414797	2.071457	0.024121	3.2
249	-0.622806	85.387857	2.052510	0.024710	3.2
