1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.676930	0.000000	14.547882	0.009010	413.7
1	-0.674082	0.000000	14.547882	0.011759	3.0
2	-0.678964	0.000000	14.547882	0.015947	3.2
3	-0.685333	0.000000	14.547882	0.009225	3.0
4	-0.718559	1.000000	13.886615	0.019706	2.9
5	-0.686590	2.000000	13.282849	0.012637	3.1
6	-0.697627	2.117861	13.215129	0.020065	3.1
7	-0.680228	3.117861	12.667189	0.013511	3.0
8	-0.685603	4.117861	12.162879	0.010182	3.2
9	-0.695281	5.117779	11.697224	0.014555	2.9
10	-0.711402	6.117767	11.265881	0.015035	3.2
11	-0.687561	5.731573	11.428640	0.017666	3.2
12	-0.676666	6.731573	11.016523	0.017745	3.4
13	-0.669802	7.731573	10.633094	0.012226	3.1
14	-0.715057	8.731572	10.275458	0.012791	3.0
15	-0.707655	8.345392	10.410681	0.022341	3.4
16	-0.691814	9.344477	10.067912	0.017226	3.1
17	-0.654431	10.344477	9.746710	0.010580	3.1
18	-0.712144	11.344477	9.445369	0.014967	3.1
19	-0.699573	12.344477	9.162103	0.007305	3.0
20	-0.686378	11.966189	9.267238	0.008989	3.5
21	-0.691939	12.824248	9.032145	0.009316	3.4
22	-0.671410	13.824246	8.772782	0.019065	3.4
23	-0.682725	13.438054	8.871161	0.013868	3.5
24	-0.687491	13.051861	8.971772	0.019232	3.5
25	-0.670549	12.665668	9.074691	0.013056	3.3
26	-0.671614	13.665668	8.812913	0.013992	3.2
27	-0.711034	13.280303	8.911984	0.012423	2.9
28	-0.685144	12.894561	9.013409	0.011114	3.3
29	-0.661829	13.894560	8.755104	0.019585	3.5
30	-0.687182	13.532728	8.846840	0.017744	3.6
31	-0.671703	14.532728	8.597863	0.017822	3.5
32	-0.672675	15.532728	8.362516	0.018393	3.6
33	-0.659938	16.532015	8.139865	0.018889	3.4
34	-0.670931	17.467193	7.941976	0.018327	3.7
35	-0.713145	18.467193	7.740746	0.010229	3.5
36	-0.693877	19.466780	7.549539	0.016157	3.7
37	-0.672168	20.462362	7.368261	0.018481	3.6
38	-0.686674	20.076168	7.437537	0.008941	3.6
39	-0.690500	19.689975	7.508128	0.011636	3.4
40	-0.688020	20.688540	7.328285	0.017644	3.4
41	-0.695216	21.688539	7.156617	0.017569	3.3
42	-0.666451	22.688539	6.992807	0.022971	3.1
43	-0.667667	23.688345	6.836358	0.011691	3.3
44	-0.695157	23.302152	6.895952	0.012398	3.1
45	-0.672963	22.916032	6.956583	0.018456	3.5
46	-0.630043	23.916027	6.801704	0.010958	3.6
47	-0.698092	24.916025	6.653571	0.012914	3.3
48	-0.699514	24.530344	6.709932	0.011775	3.4
49	-0.686258	24.161727	6.764700	0.013764	3.6
50	-0.676774	23.775546	6.823044	0.018532	3.3
