1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.701404	0.000000	14.481300	0.021021	1240.4
1	-0.695515	0.000000	14.481300	0.017469	3.0
2	-0.730239	0.000000	14.481300	0.018096	3.0
3	-0.717462	0.000000	14.481300	0.016172	3.1
4	-0.703316	0.000000	14.481300	0.012489	3.0
5	-0.701554	0.000000	14.481300	0.011418	3.0
6	-0.724609	0.000000	14.481300	0.009535	3.0
7	-0.725178	0.000000	14.481300	0.015811	3.0
8	-0.746633	0.960678	13.847810	0.011587	3.1
9	-0.728824	0.757809	13.976927	0.010871	3.3
10	-0.730132	1.757363	13.363029	0.011297	3.1
11	-0.732904	1.554496	13.483223	0.014175	3.1
12	-0.719476	1.351627	13.605600	0.011565	3.5
13	-0.730970	2.351627	13.022960	0.007744	3.1
14	-0.716370	3.154556	12.590060	0.010783	3.0
15	-0.712110	3.262847	12.533867	0.011894	3.1
16	-0.693540	3.690094	12.316976	0.012411	3.1
17	-0.753334	4.690094	11.837531	0.010991	3.1
18	-0.727870	5.690076	11.394022	0.008645	3.1
19	-0.733650	5.512055	11.470529	0.008091	3.1
20	-0.755415	5.311762	11.557846	0.012289	3.1
21	-0.731717	5.200426	11.606960	0.010330	3.0
22	-0.722312	4.997557	11.697534	0.010839	3.0
23	-0.719311	4.796604	11.788656	0.011359	3.1
24	-0.689762	5.087444	11.657229	0.017408	3.2
25	-0.724541	5.022007	11.686543	0.013621	3.3
26	-0.747345	4.819509	11.778198	0.012686	3.0
27	-0.727434	5.819509	11.339033	0.009424	3.1
28	-0.700202	5.616640	11.425458	0.009898	3.2
29	-0.732037	6.612714	11.013307	0.012918	3.2
30	-0.695958	7.612714	10.628398	0.012974	3.2
31	-0.732564	8.612374	10.269602	0.009483	3.1
32	-0.761024	9.612374	9.934130	0.006561	3.1
33	-0.721359	9.409512	10.000400	0.008953	3.0
34	-0.748050	9.206835	10.067500	0.012866	3.2
35	-0.733002	10.206835	9.744894	0.012575	3.1
36	-0.735738	11.206835	9.442322	0.011099	3.2
37	-0.738789	12.206625	9.158031	0.014967	3.1
38	-0.758389	12.003759	9.214323	0.010224	3.2
39	-0.735745	13.003672	8.943366	0.009686	3.2
40	-0.725275	13.585692	8.792864	0.010558	3.1
41	-0.710539	13.382823	8.844745	0.011295	3.1
42	-0.749588	14.382686	8.594805	0.012245	3.2
43	-0.725448	15.382686	8.358572	0.018243	3.1
44	-0.703901	15.179822	8.405439	0.012289	3.1
45	-0.701217	16.179814	8.179366	0.009144	3.4
46	-0.740206	16.061528	8.205471	0.011319	3.1
47	-0.708290	16.953163	8.012700	0.007028	3.0
48	-0.709221	16.750352	8.055747	0.005563	3.0
49	-0.727424	16.547558	8.099257	0.013568	3.2
50	-0.735951	17.517000	7.895405	0.007134	3.2
51	-0.736167	17.318594	7.936285	0.009111	3.2
52	-0.726945	17.115726	7.978526	0.009069	3.2
53	-0.723414	18.115726	7.774553	0.006666	3.1
54	-0.725328	17.920326	7.813586	0.011436	3.2
55	-0.709944	17.799602	7.837897	0.006735	3.2
56	-0.727460	18.798223	7.641228	0.010900	3.1
57	-0.722065	19.797568	7.454055	0.011491	3.2
58	-0.730385	20.797568	7.275718	0.006720	3.1
59	-0.740724	21.797542	7.105719	0.011639	3.1
60	-0.730709	21.641672	7.131693	0.010503	3.2
61	-0.720676	21.443474	7.164996	0.013618	3.1
62	-0.718755	21.240605	7.199407	0.011653	3.1
63	-0.675572	22.240604	7.032910	0.008870	3.0
64	-0.719847	23.161235	6.886295	0.008645	3.2
65	-0.729989	22.958370	6.918075	0.007793	3.2
66	-0.731387	23.410042	6.847715	0.013364	3.1
67	-0.706007	23.207174	6.879139	0.006758	3.1
68	-0.734850	23.004752	6.910783	0.007957	3.1
69	-0.742572	22.811758	6.941226	0.007494	3.1
70	-0.714952	22.612282	6.972974	0.012954	3.2
71	-0.741246	22.409413	7.005561	0.016278	3.1
72	-0.767236	23.409413	6.847812	0.010353	3.2
73	-0.729196	24.303347	6.712690	0.009974	3.1
74	-0.724724	25.303346	6.567718	0.010613	3.1
75	-0.739595	25.100489	6.596618	0.010091	3.2
76	-0.736669	26.093356	6.457542	0.009546	3.2
77	-0.742572	26.941275	6.343329	0.010083	3.2
78	-0.719041	26.738421	6.370284	0.010153	3.2
79	-0.745903	26.541175	6.396714	0.010515	3.1
80	-0.700111	27.292031	6.297256	0.009562	3.2
81	-0.729770	28.292031	6.169502	0.016751	3.1
82	-0.729769	29.292031	6.046829	0.007186	3.1
83	-0.747134	30.292031	5.928939	0.008053	3.1
84	-0.712051	30.096870	5.951584	0.009755	3.1
85	-0.715827	31.077641	5.839498	0.014796	3.2
86	-0.749520	30.874772	5.862335	0.009343	3.1
87	-0.707896	30.671904	5.885351	0.008450	3.3
88	-0.713884	31.658586	5.775075	0.007923	3.2
89	-0.717440	31.529850	5.789228	0.008800	3.1
90	-0.702200	32.515458	5.682607	0.005687	3.2
91	-0.723561	32.371802	5.697902	0.015253	3.1
92	-0.734354	32.258731	5.709999	0.011479	3.2
93	-0.726708	33.258643	5.604772	0.007672	3.1
94	-0.751939	34.093551	5.519835	0.012021	3.1
95	-0.741817	33.912847	5.537999	0.007382	3.1
96	-0.730798	33.710100	5.558522	0.007135	3.1
97	-0.716242	33.508653	5.579065	0.012559	3.6
98	-0.743194	34.508596	5.478562	0.007404	3.6
99	-0.738989	35.492518	5.383143	0.008569	3.6
100	-0.758225	35.299567	5.401592	0.015116	3.6
101	-0.738116	35.096773	5.421119	0.010884	3.6
102	-0.709333	36.096060	5.326240	0.008705	3.6
103	-0.747521	35.893191	5.345232	0.013035	3.5
104	-0.725128	36.893124	5.252909	0.009877	3.6
105	-0.742871	37.893122	5.163715	0.009204	3.7
106	-0.687196	37.691537	5.181451	0.007763	3.6
107	-0.746323	38.684657	5.095234	0.010823	3.5
108	-0.708004	39.684609	5.011276	0.011912	3.6
109	-0.781709	39.481741	5.028084	0.007473	3.6
110	-0.686778	40.481741	4.946303	0.009450	3.7
111	-0.718229	40.282695	4.962368	0.007856	3.7
112	-0.711436	40.308671	4.960266	0.009226	3.5
113	-0.713048	40.113676	4.976092	0.008747	3.6
114	-0.760123	39.911358	4.992621	0.014109	3.7
115	-0.706188	39.708489	5.009304	0.008323	3.4
116	-0.730170	40.708489	4.928128	0.010978	3.5
117	-0.740947	40.505620	4.944382	0.012929	3.4
118	-0.764192	40.304468	4.960606	0.009673	3.4
119	-0.750356	41.304468	4.880987	0.011273	3.4
120	-0.750737	42.170994	4.814034	0.010022	3.3
121	-0.710053	41.969764	4.829418	0.008628	3.3
122	-0.722267	41.766896	4.845027	0.008597	3.4
123	-0.710669	42.085783	4.820536	0.009667	3.2
124	-0.767085	43.085719	4.745321	0.014843	3.1
125	-0.735975	44.085719	4.672412	0.010901	3.2
126	-0.749510	43.882851	4.687021	0.007708	3.2
127	-0.741244	44.882283	4.615919	0.011193	3.2
128	-0.741351	45.485770	4.574021	0.010975	3.2
129	-0.723791	46.485749	4.506245	0.011751	3.1
130	-0.749166	47.435382	4.443715	0.007414	3.3
131	-0.727526	48.435382	4.379717	0.010937	3.2
132	-0.701525	49.417337	4.318642	0.012829	3.1
133	-0.701295	50.417337	4.258172	0.012593	3.2
134	-0.682666	50.225195	4.269659	0.008418	3.1
135	-0.736288	50.030077	4.281388	0.006600	3.2
136	-0.723710	49.827280	4.293646	0.007234	3.1
137	-0.690769	49.654651	4.304137	0.008550	3.2
138	-0.707344	49.619744	4.306265	0.009241	3.2
