1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.817660	0.000000	15.753029	0.018251	172.7
1	-0.867676	0.000000	15.753029	0.017909	3.5
2	-0.824300	0.000000	15.753029	0.020833	3.5
3	-0.826334	0.000000	15.753029	0.014580	3.4
4	-0.816287	0.000000	15.753029	0.013075	3.0
5	-0.846010	0.000000	15.753029	0.011642	3.1
6	-0.857763	0.000000	15.753029	0.013906	3.1
7	-0.833582	0.000000	15.753029	0.011484	3.3
8	-0.853906	0.000000	15.753029	0.009022	3.1
9	-0.848164	0.000000	15.753029	0.014155	3.0
10	-0.845955	0.000000	15.753029	0.008067	3.0
11	-0.804141	0.000000	15.753029	0.010580	3.0
12	-0.836185	0.000000	15.753029	0.006959	3.3
13	-0.845107	1.000000	15.036982	0.008997	3.3
14	-0.836265	0.858207	15.134526	0.009558	3.0
15	-0.870532	0.715444	15.234024	0.008698	3.1
16	-0.866062	0.572557	15.334928	0.005905	3.1
17	-0.847831	1.424174	14.752543	0.012791	3.2
18	-0.816360	2.220486	14.246627	0.007547	3.2
19	-0.862426	2.077575	14.334851	0.008941	3.2
20	-0.870532	1.940400	14.420568	0.008280	3.1
21	-0.861332	1.797506	14.510956	0.009157	3.2
22	-0.857750	2.797506	13.901188	0.010616	3.2
23	-0.797984	3.797506	13.340600	0.005552	3.2
24	-0.872039	4.797496	12.823477	0.006507	3.2
25	-0.832025	4.656330	12.894034	0.008506	3.1
26	-0.830322	4.513521	12.966207	0.010074	3.4
27	-0.840665	5.368237	12.545913	0.010356	3.1
28	-0.828121	6.367725	12.087728	0.007133	3.1
29	-0.799203	6.224824	12.151175	0.011318	3.2
30	-0.838899	6.149420	12.184923	0.010580	3.1
31	-0.853151	7.147026	11.753057	0.005567	3.1
32	-0.847513	7.004115	11.813035	0.010256	3.0
33	-0.847584	7.999119	11.407712	0.006072	3.1
34	-0.845430	8.917441	11.057550	0.007578	3.1
35	-0.860290	9.820280	10.733634	0.014953	3.1
36	-0.871336	10.820206	10.396338	0.007796	3.3
37	-0.871787	11.820206	10.079571	0.009089	3.2
38	-0.830191	11.680704	10.122597	0.006513	3.1
39	-0.835543	11.665254	10.127385	0.007426	3.2
40	-0.865994	11.566578	10.158071	0.005573	3.2
41	-0.854394	12.560458	9.857243	0.007050	3.1
42	-0.833812	12.417564	9.899393	0.006299	3.1
43	-0.809553	12.274658	9.941908	0.007028	3.1
44	-0.854372	12.289697	9.937417	0.004653	3.2
45	-0.825996	13.223836	9.666176	0.006593	3.2
46	-0.832026	13.086999	9.704979	0.012389	3.3
47	-0.813304	12.944088	9.745839	0.009104	3.1
48	-0.841729	13.944088	9.466940	0.005883	3.1
49	-0.872901	13.801415	9.505752	0.013525	3.1
50	-0.858071	13.782958	9.510796	0.003111	3.1
51	-0.822637	14.745253	9.254756	0.009338	3.1
52	-0.830498	14.602349	9.291904	0.005653	3.1
53	-0.859024	14.459439	9.329353	0.010970	3.1
54	-0.821679	15.457208	9.074025	0.007016	3.3
55	-0.866348	15.314312	9.109731	0.009844	3.2
56	-0.839330	15.171445	9.145712	0.008654	3.1
57	-0.865152	16.120628	8.911854	0.013416	3.1
58	-0.855078	17.120625	8.678074	0.008878	3.1
59	-0.843211	16.987662	8.708449	0.008730	3.2
60	-0.845284	17.987662	8.485084	0.013198	3.4
61	-0.862744	17.844755	8.516300	0.008518	3.2
62	-0.841873	18.844310	8.302656	0.009577	3.2
63	-0.818013	18.740314	8.324383	0.010892	3.1
64	-0.843585	19.739877	8.120142	0.009766	3.2
65	-0.850576	20.739877	7.925601	0.010018	3.1
66	-0.840056	21.725637	7.742742	0.010892	3.2
67	-0.829505	21.585269	7.768264	0.006851	3.1
68	-0.821775	22.585255	7.590035	0.009886	3.3
69	-0.829353	22.478434	7.608683	0.008000	3.5
70	-0.869420	23.478434	7.437618	0.007676	3.4
71	-0.821048	24.477562	7.274216	0.007030	3.5
72	-0.818829	24.342434	7.295894	0.007738	3.6
73	-0.851566	25.033724	7.186332	0.007716	3.6
74	-0.846893	24.890813	7.208711	0.006792	3.6
75	-0.846947	25.890780	7.054982	0.008233	3.6
76	-0.859338	26.890780	6.907668	0.006775	3.7
77	-0.839014	27.858628	6.770833	0.010526	3.6
78	-0.861891	28.165202	6.728613	0.008174	3.6
79	-0.850112	28.022356	6.748219	0.008672	3.6
80	-0.868032	27.879594	6.767929	0.005559	3.6
81	-0.836904	27.736691	6.787773	0.007010	3.6
82	-0.819798	28.525040	6.679724	0.006855	3.7
83	-0.846965	28.382131	6.699055	0.006393	3.7
84	-0.853284	28.239221	6.718498	0.003234	3.6
85	-0.849967	28.096687	6.738003	0.009222	3.6
86	-0.825798	27.997116	6.751695	0.009034	3.6
87	-0.828245	28.163984	6.728779	0.009579	3.5
88	-0.848845	28.021073	6.748396	0.006737	3.6
89	-0.818827	27.878163	6.768127	0.008244	3.3
90	-0.827520	28.690273	6.657512	0.007205	3.4
91	-0.854277	29.059309	6.608433	0.010016	3.2
92	-0.842621	28.916399	6.627353	0.004566	3.4
93	-0.811744	28.773505	6.646380	0.008861	3.4
94	-0.815613	28.648673	6.663091	0.013018	3.3
95	-0.875732	28.505871	6.682311	0.009940	3.2
96	-0.841854	29.504758	6.550147	0.006297	3.2
97	-0.828395	30.463134	6.428167	0.005698	3.2
98	-0.802548	31.289451	6.326584	0.011525	3.2
99	-0.847725	31.174684	6.340500	0.009613	3.2
100	-0.874451	32.174684	6.221261	0.014480	3.1
101	-0.854075	32.031773	6.238026	0.008629	3.1
102	-0.879203	33.031769	6.122576	0.015597	3.1
103	-0.832207	32.888858	6.138813	0.004214	3.1
104	-0.837735	33.888463	6.027015	0.007380	3.1
105	-0.862177	33.749320	6.042333	0.008512	3.1
106	-0.838353	34.515413	5.958951	0.007436	3.1
107	-0.839837	34.372708	5.974308	0.007560	3.1
108	-0.855697	34.230680	5.989671	0.005962	3.0
109	-0.822858	35.146048	5.892019	0.006100	3.4
110	-0.812138	35.003269	5.907041	0.007691	3.1
111	-0.818784	34.861842	5.921996	0.007230	3.1
112	-0.839179	35.860266	5.818010	0.010083	3.1
113	-0.852990	36.745417	5.728829	0.007178	3.1
114	-0.874123	36.602512	5.743041	0.007800	3.2
115	-0.871563	37.602396	5.645052	0.006577	3.1
116	-0.849700	38.601667	5.550409	0.007981	3.2
117	-0.833704	38.932280	5.519790	0.008366	3.0
118	-0.834333	39.898030	5.432255	0.007001	3.1
119	-0.838392	40.897047	5.344578	0.010973	3.2
120	-0.842188	40.754216	5.356940	0.006215	3.1
121	-0.832559	41.753559	5.271631	0.007145	3.1
