1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.669971	0.000000	1160.838004	0.003179	819.4
1	-0.661982	0.000000	1160.838004	0.002002	2.7
2	-0.683033	0.000000	1160.838004	0.002560	2.4
3	-0.673198	0.999998	1108.072754	0.001963	2.3
4	-0.673338	1.997996	1059.987932	0.002373	2.5
5	-0.671247	1.176575	1099.249904	0.002435	2.4
6	-0.684111	0.355150	1141.532499	0.002328	2.4
7	-0.681424	0.000000	1160.838004	0.002635	2.4
8	-0.669911	0.000000	1160.838004	0.002159	2.3
9	-0.681080	0.993298	1108.410306	0.002735	2.4
10	-0.667365	0.171999	1151.407485	0.002434	2.4
11	-0.672839	1.171992	1099.477147	0.002308	2.3
12	-0.662640	2.170712	1052.086711	0.002698	2.4
13	-0.652334	1.349288	1090.755031	0.002532	2.4
14	-0.679521	2.349271	1044.041059	0.003016	2.3
15	-0.656378	3.349271	1001.163380	0.002569	2.4
16	-0.682656	2.527846	1036.116876	0.002342	2.4
17	-0.668680	3.527844	993.874474	0.002519	2.4
18	-0.685204	2.706419	1028.312117	0.002190	2.4
19	-0.666164	1.885135	1065.215387	0.003299	2.7
20	-0.685615	2.885106	1020.619202	0.002193	2.8
21	-0.687967	2.063681	1056.969078	0.002750	2.7
22	-0.670553	1.242257	1096.003816	0.002380	2.5
23	-0.666368	2.242257	1048.848162	0.002571	2.4
24	-0.691322	1.816869	1068.402435	0.003114	2.4
25	-0.692860	2.816869	1023.543371	0.003313	2.6
26	-0.660023	1.995461	1060.104776	0.002041	2.5
27	-0.684884	1.174599	1099.347851	0.002947	2.5
28	-0.656795	0.353221	1141.635644	0.002225	2.4
29	-0.680565	1.353221	1090.563109	0.003153	2.5
30	-0.670856	2.353221	1043.864495	0.002136	2.5
31	-0.679873	1.924629	1063.380269	0.002739	2.4
32	-0.678132	2.924629	1018.933174	0.002287	2.5
33	-0.686727	2.103240	1055.159282	0.002180	2.4
34	-0.675427	1.282086	1094.044697	0.002398	2.4
35	-0.679482	0.798446	1118.318163	0.002727	2.5
36	-0.670843	1.798445	1069.265827	0.003223	2.4
37	-0.690238	0.977690	1109.197448	0.002782	2.4
38	-0.686110	0.157146	1152.215798	0.002231	2.4
39	-0.699564	0.000000	1160.838004	0.003020	2.4
40	-0.672682	1.000000	1108.072641	0.002701	2.5
41	-0.696265	0.178578	1151.049815	0.002935	2.3
42	-0.679054	1.178578	1099.150644	0.002904	2.3
43	-0.685216	2.178305	1051.742064	0.002341	2.5
44	-0.709757	3.069528	1012.799165	0.002610	2.4
45	-0.667951	2.252050	1048.406423	0.001723	2.4
46	-0.691709	3.244624	1005.484691	0.002708	2.4
47	-0.682066	4.169113	968.552151	0.002143	2.4
48	-0.696296	5.169113	931.540880	0.003848	2.5
49	-0.712515	4.347688	961.728676	0.002966	2.5
50	-0.689223	5.347688	925.227231	0.002365	2.4
51	-0.658433	6.347687	891.395235	0.002417	2.5
52	-0.689995	6.832388	875.871582	0.002824	2.4
53	-0.699531	6.010964	902.507532	0.002609	2.4
54	-0.691228	5.196676	930.560732	0.002376	2.4
55	-0.705897	6.196676	896.344759	0.002322	2.4
56	-0.684525	7.196676	864.555755	0.002208	2.5
57	-0.663101	8.196112	834.960418	0.002069	2.4
58	-0.694112	9.196111	807.309194	0.002238	2.3
59	-0.684816	8.949883	813.946351	0.002645	2.4
60	-0.690772	8.130158	836.850879	0.002712	2.3
61	-0.686553	7.308733	861.133493	0.002097	2.7
62	-0.687742	8.308733	831.752034	0.002693	2.4
63	-0.691546	7.591118	852.628358	0.003333	2.4
64	-0.704367	6.769693	877.849022	0.003149	2.5
65	-0.677905	7.769693	847.336044	0.002085	2.4
66	-0.709191	8.132327	836.788569	0.002203	2.4
67	-0.699693	9.056571	811.057195	0.003288	2.5
68	-0.705852	8.448358	827.808408	0.003352	2.4
69	-0.671887	7.626933	851.561648	0.002574	2.4
70	-0.682430	6.821399	876.217562	0.002656	2.4
71	-0.691060	7.810834	846.126090	0.002546	2.4
72	-0.680177	8.810834	817.742916	0.002414	2.4
73	-0.664162	9.770027	792.251433	0.002443	2.5
74	-0.679412	8.948602	813.981161	0.002746	2.4
75	-0.680980	8.127177	836.936504	0.002494	2.5
76	-0.706850	7.493877	855.538122	0.002945	2.4
77	-0.675756	8.493877	826.530810	0.003227	2.4
78	-0.682538	8.400477	829.156554	0.002645	2.4
79	-0.691896	7.579073	852.987714	0.001997	2.4
80	-0.683898	8.570994	824.375343	0.002192	2.4
81	-0.696125	7.775737	847.158091	0.003542	2.4
82	-0.700662	6.954394	872.048883	0.002730	2.4
83	-0.673664	7.954394	841.930869	0.002057	2.4
84	-0.700981	8.953709	813.842385	0.003353	2.3
85	-0.713303	8.135800	836.688831	0.002807	2.4
86	-0.705226	9.135800	808.924881	0.002036	2.4
87	-0.687744	8.314387	831.591602	0.003029	2.4
88	-0.727724	7.493055	855.562802	0.002721	2.4
89	-0.687682	6.671786	880.954986	0.002681	2.4
90	-0.688672	7.443573	857.051191	0.002609	2.3
91	-0.674305	6.622149	882.538080	0.002736	2.4
92	-0.718430	7.622132	851.704476	0.002640	2.4
93	-0.697689	8.622131	822.952194	0.002154	2.4
94	-0.677535	7.800707	846.423605	0.002114	2.4
95	-0.684384	8.800601	818.023707	0.002320	2.5
96	-0.718077	7.979177	841.210837	0.003804	2.4
97	-0.680457	8.979177	813.151000	0.002822	2.4
98	-0.708151	9.979177	786.902692	0.002683	2.4
99	-0.695351	9.387283	802.230271	0.002313	2.4
100	-0.660248	8.595371	823.696330	0.002388	2.4
101	-0.691437	7.773993	847.209434	0.002313	2.3
102	-0.658377	6.952600	872.104838	0.003019	2.3
103	-0.717664	7.952600	841.983025	0.003282	2.5
