1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.819500	0.000000	16.791622	0.014112	245.1
1	-0.868261	0.000000	16.791622	0.010896	5.5
2	-0.861159	0.000000	16.791622	0.015300	3.8
3	-0.821579	0.000000	16.791622	0.011390	3.6
4	-0.822359	0.000000	16.791622	0.017489	5.1
5	-0.843660	0.000000	16.791622	0.010631	6.3
6	-0.873913	0.000000	16.791622	0.014638	4.8
7	-0.846341	0.000000	16.791622	0.011902	4.8
8	-0.856128	0.000000	16.791622	0.009367	5.0
9	-0.839156	0.000000	16.791622	0.009939	3.6
10	-0.846743	0.000000	16.791622	0.010945	3.6
11	-0.809314	0.000000	16.791622	0.008660	3.6
12	-0.839096	0.999097	16.029025	0.009796	3.6
13	-0.846131	1.098561	15.956879	0.012470	4.5
14	-0.840395	2.098561	15.266062	0.013151	5.8
15	-0.849307	1.706403	15.529720	0.010361	4.2
16	-0.872430	2.406159	15.065440	0.011005	5.8
17	-0.841532	2.014001	15.322154	0.009610	4.4
18	-0.824886	1.669264	15.555162	0.013406	4.2
19	-0.867642	1.277106	15.828989	0.006912	4.9
20	-0.872646	2.272373	15.152046	0.015403	6.6
21	-0.847528	1.880216	15.411746	0.011328	7.3
22	-0.861024	2.878660	14.767331	0.010999	8.1
23	-0.801371	2.489215	15.012169	0.006706	10.2
24	-0.852037	3.484350	14.402019	0.012542	4.6
25	-0.842844	3.364717	14.472734	0.008552	4.2
26	-0.832885	2.974924	14.708037	0.005508	3.9
27	-0.851129	3.061695	14.654997	0.012385	3.8
28	-0.831725	2.776979	14.830482	0.010503	3.7
29	-0.813340	2.384827	15.079182	0.018088	4.0
30	-0.840830	3.384827	14.460798	0.008118	4.3
31	-0.870721	4.384822	13.891138	0.008059	4.1
32	-0.843217	4.978667	13.573601	0.009676	4.6
33	-0.851350	5.962290	13.078417	0.008050	4.4
34	-0.843919	6.961097	12.611239	0.009289	9.9
35	-0.857476	6.577494	12.786661	0.012183	6.1
36	-0.883027	6.830022	12.670636	0.009210	5.6
37	-0.873511	6.437864	12.851732	0.008022	4.9
38	-0.828779	7.437863	12.399809	0.008085	7.3
39	-0.834404	8.433535	11.980351	0.007004	7.6
40	-0.865527	9.420718	11.591576	0.006627	6.2
41	-0.858508	9.951039	11.392964	0.006754	6.8
42	-0.839705	10.677276	11.131768	0.012500	8.6
43	-0.821426	10.816646	11.083006	0.007893	6.0
44	-0.854179	11.400764	10.883202	0.011987	7.2
45	-0.836376	12.305109	10.587687	0.011391	5.1
46	-0.811969	11.917000	10.712521	0.010682	5.5
