1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.000000	627.201626	0.000000	988.2
1	-0.981437	623.504937	0.007328	33.0
2	-0.793427	619.865785	0.006239	31.1
3	-0.328065	616.282728	0.005255	34.6
4	-0.417435	612.754375	0.006146	32.9
5	-0.000000	609.279381	0.000000	33.1
6	-0.000000	605.856447	0.000000	30.7
7	-0.665571	602.484317	0.003985	32.4
8	-0.563804	599.161779	0.004498	34.1
9	-0.000148	595.887656	0.000016	31.1
10	-0.823998	592.660813	0.008879	31.3
11	-0.000000	589.480151	0.000000	29.9
12	-0.450249	586.344606	0.006695	34.3
13	-0.000000	583.253145	0.000000	31.6
14	-0.650417	580.204771	0.006125	32.6
15	-0.277303	577.198517	0.004400	30.8
16	-0.326507	574.233444	0.004067	31.1
17	-0.471677	571.308645	0.006582	31.4
18	-0.001308	568.423237	0.000031	30.2
19	-0.632210	565.576365	0.008969	30.3
20	-0.000000	562.767201	0.000000	32.1
21	-0.820228	559.994938	0.007072	30.4
22	-0.746830	557.258797	0.007056	30.8
23	-0.850877	554.558018	0.006444	30.3
24	-0.625989	551.891865	0.004572	30.0
25	-0.818341	549.259621	0.008069	31.5
26	-0.497221	546.660592	0.006836	29.9
27	-0.000000	544.094102	0.000000	31.0
28	-0.378747	541.559494	0.006298	30.4
29	-0.144671	539.056129	0.002194	31.0
30	-0.259402	536.583387	0.005671	30.4
31	-0.590402	534.140663	0.006740	31.1
32	-0.030555	531.727370	0.000730	30.3
33	-0.054642	529.342935	0.001107	30.2
34	-0.464792	526.986802	0.005692	31.8
35	-0.714950	524.658430	0.005737	33.4
36	-0.004100	522.357290	0.000081	29.9
37	-0.516003	520.082868	0.006616	30.8
38	-0.409427	517.834665	0.005827	32.5
39	-1.073838	515.612193	0.012382	32.3
40	-0.946401	513.414976	0.008520	30.9
41	-0.425496	511.242551	0.006637	33.4
42	-0.428058	509.094468	0.005152	31.1
43	-0.000449	506.970285	0.000013	31.3
44	-0.665363	504.869574	0.006241	30.5
45	-0.599715	502.791916	0.006593	31.9
46	-0.694962	500.736903	0.005169	31.6
47	-0.000000	498.704137	0.000000	29.7
48	-0.571382	496.693228	0.006216	29.2
49	-0.516836	494.703798	0.005459	30.9
50	-0.000000	492.735476	0.000000	31.9
51	-0.000753	490.787900	0.000041	31.8
52	-0.088939	488.860718	0.002198	30.1
53	-0.412442	486.953585	0.005310	32.7
54	-0.764798	485.066164	0.008019	30.0
55	-0.693167	483.198126	0.005777	31.1
56	-0.000000	481.349149	0.000000	29.6
57	-0.000000	479.518920	0.000000	32.7
58	-0.000000	477.707132	0.000000	32.5
59	-0.333058	475.913485	0.004389	31.3
60	-0.000000	474.137684	0.000000	30.2
61	-0.000000	472.379445	0.000000	30.1
62	-0.464234	470.638485	0.006239	31.2
63	-0.000000	468.914531	0.000000	29.6
64	-0.524113	467.207315	0.005115	30.0
65	-0.893488	465.516573	0.008136	33.9
66	-0.671897	463.842050	0.006993	31.0
67	-0.735504	462.183494	0.010644	31.8
68	-0.858958	460.540658	0.006348	31.0
69	-0.006650	458.913303	0.000133	31.3
70	-0.555535	457.301192	0.004393	32.0
71	-0.673367	455.704096	0.006270	31.1
72	-0.848670	454.121787	0.012657	30.6
73	-0.155737	452.554045	0.003002	30.1
74	-0.630967	451.000653	0.006538	30.6
75	-0.600402	449.461399	0.006078	30.7
76	-0.132839	447.936075	0.001916	31.9
77	-0.000000	446.424477	0.000000	31.0
78	-0.105291	444.926406	0.000901	31.3
79	-0.025153	443.441666	0.001076	30.8
80	-0.000000	441.970065	0.000000	33.8
81	-0.000000	440.511415	0.000000	30.7
82	-0.191504	439.065533	0.003037	33.0
83	-0.348865	437.632238	0.005450	30.5
84	-0.773669	436.211351	0.005355	34.1
85	-0.000000	434.802701	0.000000	31.2
86	-0.183679	433.406117	0.003035	30.7
87	-0.404896	432.021430	0.006050	30.5
88	-0.000000	430.648479	0.000000	29.2
89	-0.018519	429.287101	0.000811	30.6
90	-0.440230	427.937140	0.006236	31.1
91	-0.835061	426.598440	0.007284	30.6
92	-0.747552	425.270849	0.005512	31.3
93	-0.000000	423.954220	0.000000	32.1
94	-0.000000	422.648404	0.000000	31.6
95	-0.628860	421.353259	0.009234	29.1
96	-0.329077	420.068643	0.003552	31.0
97	-0.052385	418.794419	0.001137	30.4
98	-0.339593	417.530451	0.004844	31.3
99	-0.055240	416.276604	0.001577	30.6
100	-0.000019	415.032748	0.000004	32.2
101	-0.540973	413.798754	0.006411	29.9
102	-0.457332	412.574495	0.007408	32.1
103	-0.834708	411.359849	0.007495	30.2
104	-0.481854	410.154691	0.005760	31.4
105	-0.827871	408.958904	0.006752	30.8
106	-0.027871	407.772368	0.001781	34.3
107	-0.790748	406.594968	0.006981	31.4
108	-0.559052	405.426590	0.004785	31.0
109	-0.000000	404.267122	0.000000	31.3
110	-0.000000	403.116456	0.000000	33.2
111	-0.449843	401.974481	0.005910	31.0
112	-0.322823	400.841093	0.004163	35.2
113	-0.634565	399.716187	0.004921	31.0
114	-0.324064	398.599660	0.003883	31.0
115	-0.900141	397.491411	0.009675	30.0
116	-0.239537	396.391342	0.003484	31.0
117	-0.000000	395.299353	0.000000	32.0
118	-0.000000	394.215350	0.000000	32.7
119	-0.196134	393.139238	0.003746	29.4
120	-0.743022	392.070924	0.005287	31.5
121	-0.114493	391.010316	0.003219	31.7
122	-0.842631	389.957325	0.008533	31.8
123	-0.000000	388.911862	0.000000	31.1
124	-0.000000	387.873839	0.000000	32.9
125	-0.000000	386.843173	0.000000	30.7
126	-0.000000	385.819777	0.000000	33.7
127	-0.186788	384.803569	0.003218	30.8
128	-0.664884	383.794468	0.008323	32.8
129	-0.726289	382.792393	0.005491	30.9
130	-0.015297	381.797264	0.000662	31.0
131	-0.000000	380.809005	0.000000	30.9
132	-0.000000	379.827537	0.000000	30.7
133	-0.843947	378.852786	0.006529	30.7
134	-0.801914	377.884678	0.006310	32.3
135	-0.054644	376.923138	0.001636	31.4
136	-0.942306	375.968095	0.009806	31.0
137	-0.573932	375.019479	0.007363	31.5
138	-0.733361	374.077218	0.004601	31.0
139	-0.211398	373.141244	0.003863	30.8
140	-0.594045	372.211489	0.006835	30.9
141	-0.028047	371.287887	0.000443	33.5
142	-0.925267	370.370370	0.007616	30.7
143	-0.827034	369.458876	0.006125	31.4
144	-0.010332	368.553338	0.000375	32.0
145	-0.449403	367.653696	0.007226	32.0
146	-0.484937	366.759885	0.010678	30.3
147	-0.040000	365.871846	0.000804	31.1
148	-0.830415	364.989518	0.007210	31.5
149	-0.420821	364.112841	0.006214	32.1
150	-0.369691	363.241757	0.003941	32.3
151	-0.000000	362.376208	0.000000	29.7
152	-0.524671	361.516137	0.005843	30.9
153	-0.237622	360.661488	0.003969	29.7
154	-0.000000	359.812206	0.000000	30.8
155	-0.000021	358.968236	0.000002	29.8
156	-0.392843	358.129524	0.006396	31.0
157	-0.651496	357.296018	0.004601	30.8
158	-0.662041	356.467665	0.006286	30.7
159	-0.431029	355.644414	0.003856	28.9
160	-0.560617	354.826213	0.006049	34.5
161	-0.000000	354.013012	0.000000	28.7
162	-0.000007	353.204763	0.000010	31.7
163	-0.000000	352.401415	0.000000	32.3
164	-0.000000	351.602922	0.000000	31.1
165	-0.862981	350.809235	0.008751	30.9
166	-0.758180	350.020308	0.006519	33.1
167	-0.000000	349.236095	0.000000	30.6
