1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.765827	627.201626	0.012095	758.9
1	-0.865693	623.504937	0.008883	7.4
2	-0.000000	619.865785	0.000000	8.0
3	-0.000000	616.282728	0.000000	7.1
4	-0.025084	612.754375	0.001300	7.1
5	-0.628900	609.279381	0.007575	7.1
6	-0.713882	605.856447	0.007054	7.8
7	-0.080228	602.484317	0.002947	6.9
8	-0.767813	599.161779	0.011134	8.1
9	-0.547876	595.887656	0.008176	7.2
10	-0.332379	592.660813	0.014402	8.6
11	-0.102341	589.480151	0.001816	7.1
12	-0.594147	586.344606	0.011130	9.3
13	0.000000	583.253145	0.000000	7.1
14	-0.000000	580.204771	0.000000	8.8
15	-0.822289	577.198517	0.006070	7.5
16	-1.016753	574.233444	0.021583	8.0
17	-0.429532	571.308645	0.008065	7.3
18	-0.441449	568.423237	0.005958	8.1
19	-0.004345	565.576365	0.000206	7.5
20	-0.000045	562.767201	0.000003	8.3
21	-0.000000	559.994938	0.000000	7.5
22	-0.449191	557.258797	0.010011	8.2
23	-0.724130	554.558018	0.009159	8.0
24	-0.698980	551.891865	0.006777	8.2
25	-0.512777	549.259621	0.011188	7.7
26	-1.013082	546.660592	0.008750	8.3
27	-0.552303	544.094102	0.009121	8.2
28	-0.672735	541.559494	0.006379	8.4
29	-0.379190	539.056129	0.009387	7.7
30	-1.009643	536.583387	0.017510	8.5
31	-0.376592	534.140663	0.004991	7.4
32	-0.897441	531.727370	0.016932	8.9
33	-0.620074	529.342935	0.006932	7.4
34	-0.680000	526.986802	0.007483	8.0
35	-0.728340	524.658430	0.011201	7.5
36	0.000000	522.357290	0.000000	9.0
37	-0.768043	520.082868	0.014687	7.3
38	-0.943090	517.834665	0.013425	8.7
39	-0.896961	515.612193	0.008735	7.5
40	-0.213970	513.414976	0.003958	8.8
41	-0.746293	511.242551	0.010697	7.4
42	-0.437519	509.094468	0.002708	8.6
43	-0.000000	506.970285	0.000000	7.7
44	-0.817153	504.869574	0.007958	8.2
45	-0.861421	502.791916	0.009928	7.9
46	-0.208147	500.736903	0.002562	8.0
47	-0.000000	498.704137	0.000000	8.4
48	-0.920832	496.693228	0.017188	7.8
49	-0.859592	494.703798	0.016288	8.4
50	-0.093383	492.735476	0.001426	7.9
51	-0.852376	490.787900	0.018919	7.4
52	-0.889413	488.860718	0.010764	8.4
53	-0.189820	486.953585	0.005222	7.4
54	-0.443768	485.066164	0.007347	9.1
55	-0.000000	483.198126	0.000000	8.2
56	-0.919637	481.349149	0.017055	8.6
57	-0.545072	479.518920	0.011301	8.8
58	-0.293513	477.707132	0.004944	8.2
59	-0.633732	475.913485	0.007357	7.4
60	-0.414917	474.137684	0.006961	8.0
61	-0.000000	472.379445	0.000000	7.5
62	-0.903988	470.638485	0.008116	8.6
63	-0.713693	468.914531	0.005638	7.6
64	-0.004649	467.207315	0.000071	8.4
65	-0.418659	465.516573	0.006816	8.0
66	-0.092423	463.842050	0.001760	8.0
67	-0.637220	462.183494	0.014471	8.0
68	-0.424039	460.540658	0.005378	8.4
69	-0.247643	458.913303	0.003115	8.0
70	-0.707973	457.301192	0.007856	7.9
71	0.000000	455.704096	0.000000	7.5
72	-0.206488	454.121787	0.005145	7.7
73	-0.903864	452.554045	0.006516	7.6
74	-0.271084	451.000653	0.005541	8.0
75	-0.000000	449.461399	0.000000	8.1
76	-0.545636	447.936075	0.007583	7.9
77	-0.000000	446.424477	0.000000	7.7
78	-0.000000	444.926406	0.000000	8.9
79	-0.000000	443.441666	0.000000	7.7
80	-0.476179	441.970065	0.007029	8.6
81	-0.725786	440.511415	0.009042	7.3
82	-0.642348	439.065533	0.007381	8.5
83	-0.529613	437.632238	0.004909	7.7
84	-0.776930	436.211351	0.009228	8.7
85	-0.677768	434.802701	0.011498	7.6
86	-0.000000	433.406117	0.000000	8.7
87	-0.124936	432.021430	0.004653	7.6
88	0.000000	430.648479	0.000000	9.7
89	-0.189089	429.287101	0.003217	7.8
90	-0.716727	427.937140	0.010386	7.8
91	-0.378340	426.598440	0.009028	8.0
92	-0.862479	425.270849	0.008705	7.9
93	-0.925000	423.954220	0.026225	7.8
94	-0.238053	422.648404	0.005791	7.9
95	-0.013071	421.353259	0.000204	7.7
96	-0.959664	420.068643	0.008428	7.8
97	-0.636084	418.794419	0.009292	8.0
98	-0.306192	417.530451	0.004628	8.1
99	-0.488632	416.276604	0.004595	7.6
100	-0.365500	415.032748	0.006017	8.3
101	-0.734733	413.798754	0.012082	7.7
102	-0.206100	412.574495	0.006458	9.7
103	-0.889019	411.359849	0.005253	8.1
104	-0.000000	410.154691	0.000000	8.2
105	-0.866155	408.958904	0.008159	8.5
106	-0.755237	407.772368	0.008547	8.7
107	-0.343143	406.594968	0.003036	10.2
108	-0.851329	405.426590	0.006514	7.7
109	-0.403751	404.267122	0.012340	8.5
110	-0.397994	403.116456	0.007038	7.6
111	-0.789887	401.974481	0.010315	9.6
112	-0.941563	400.841093	0.016855	8.0
113	-0.905887	399.716187	0.008777	8.0
114	-0.037172	398.599660	0.002064	8.1
115	-0.474773	397.491411	0.005305	8.2
116	-0.020144	396.391342	0.000630	8.1
117	-0.468717	395.299353	0.004158	8.1
118	-0.406621	394.215350	0.006006	7.6
119	-0.605911	393.139238	0.007342	7.7
120	-0.618487	392.070924	0.011600	7.5
121	-0.228453	391.010316	0.003151	8.2
122	-0.060024	389.957325	0.000799	7.4
123	-0.012989	388.911862	0.001180	8.0
124	-0.667289	387.873839	0.007866	7.9
125	-0.388495	386.843173	0.004296	8.7
126	-0.000037	385.819777	0.000058	7.5
127	-0.178071	384.803569	0.002037	8.8
128	-0.236444	383.794468	0.003984	7.3
129	-0.148757	382.792393	0.003695	8.6
130	-0.000000	381.797264	0.000000	7.2
131	-0.000000	380.809005	0.000000	8.6
132	-0.000000	379.827537	0.000000	7.5
133	-0.803505	378.852786	0.022540	8.6
134	-0.945621	377.884678	0.010905	7.6
135	-1.024873	376.923138	0.029739	8.9
136	-0.855289	375.968095	0.019488	7.7
137	-0.266892	375.019479	0.002947	7.9
138	-0.906000	374.077218	0.009289	7.9
139	-0.622919	373.141244	0.005609	8.3
140	-0.463494	372.211489	0.006563	8.3
141	-0.736039	371.287887	0.008415	8.0
142	-0.017644	370.370370	0.000804	7.6
143	-0.007581	369.458876	0.000491	7.9
144	-0.061347	368.553338	0.001153	8.0
145	-0.000000	367.653696	0.000000	8.6
146	0.000000	366.759885	0.000000	7.9
147	-0.079394	365.871846	0.001856	7.8
148	-0.889815	364.989518	0.008540	7.8
149	-0.867448	364.112841	0.008218	7.9
150	-0.015162	363.241757	0.000445	8.5
151	-0.465818	362.376208	0.007559	7.8
152	-0.623137	361.516137	0.006837	7.4
153	-0.866616	360.661488	0.011427	9.0
154	-0.249120	359.812206	0.003508	7.4
