1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
0	-0.808212	0.000000	10.556042	0.030216	168.8
1	-0.872307	0.000000	10.556042	0.030790	3.4
2	-0.846666	0.000000	10.556042	0.030911	3.4
3	-0.817864	0.000000	10.556042	0.034707	3.6
4	-0.831921	0.000000	10.556042	0.029847	3.5
5	-0.859188	0.000000	10.556042	0.025510	3.3
6	-0.862094	0.000000	10.556042	0.029997	3.2
7	-0.860266	0.000000	10.556042	0.022316	3.6
8	-0.876284	0.000000	10.556042	0.030658	3.5
9	-0.885034	0.000000	10.556042	0.014844	3.3
10	-0.901793	0.000000	10.556042	0.018192	3.2
11	-0.860660	0.000000	10.556042	0.018487	3.2
12	-0.900452	0.000000	10.556042	0.014645	3.6
13	-0.896753	0.000000	10.556042	0.016624	3.3
14	-0.897221	0.000000	10.556042	0.015052	3.4
15	-0.925463	0.000000	10.556042	0.014568	3.4
16	-0.921162	0.000000	10.556042	0.013412	3.5
17	-0.894342	0.000000	10.556042	0.013592	3.4
18	-0.877524	0.000000	10.556042	0.009516	3.6
19	-0.910160	0.000000	10.556042	0.013960	3.3
20	-0.937606	0.963859	10.092802	0.007419	3.4
21	-0.891961	1.642590	9.790261	0.008634	3.4
22	-0.905899	1.970459	9.650520	0.012007	3.2
23	-0.868839	1.895166	9.682257	0.013586	3.5
24	-0.920051	1.816668	9.715567	0.012130	3.7
25	-0.897820	1.738173	9.749107	0.012279	3.6
26	-0.869388	2.738146	9.338424	0.007390	3.6
27	-0.886710	2.659647	9.369407	0.005961	3.6
28	-0.878039	2.581319	9.400529	0.011972	3.7
29	-0.833186	2.504590	9.431216	0.006673	3.4
30	-0.890627	2.426091	9.462819	0.009447	3.6
31	-0.917603	2.347997	9.494471	0.007545	3.6
32	-0.893595	2.274728	9.524359	0.009313	3.7
33	-0.932238	2.224093	9.545125	0.006514	3.6
34	-0.902217	2.145594	9.577498	0.010465	3.7
35	-0.908264	2.070293	9.608758	0.010350	3.7
36	-0.938762	3.070293	9.209563	0.010551	3.2
37	-0.938013	2.991794	9.239695	0.008858	3.4
38	-0.876997	3.991794	8.869986	0.011584	3.6
39	-0.890721	4.991494	8.528824	0.015560	3.4
40	-0.928385	5.991494	8.212842	0.006950	3.5
41	-0.916536	6.665160	8.012854	0.007235	3.4
42	-0.885471	6.586666	8.035653	0.013206	3.3
43	-0.874546	6.508333	8.058535	0.013797	3.5
44	-0.915646	7.508333	7.775862	0.007203	3.5
45	-0.897859	8.508331	7.512349	0.007941	3.6
46	-0.889066	9.508299	7.266117	0.009722	3.2
47	-0.879934	9.429821	7.284856	0.007790	3.7
48	-0.896828	10.330067	7.075531	0.010657	3.5
49	-0.934043	11.330067	6.856678	0.014499	3.3
50	-0.915544	11.941186	6.729475	0.006668	3.7
51	-0.895035	12.941186	6.531206	0.007555	3.5
52	-0.894622	12.862687	6.546346	0.011403	3.7
53	-0.918064	12.784200	6.561555	0.009473	3.3
54	-0.888478	13.784200	6.372919	0.010994	3.5
55	-0.931906	13.705701	6.387333	0.010694	3.5
56	-0.903988	14.705701	6.208445	0.006882	3.4
57	-0.910634	14.627202	6.222124	0.010955	3.3
58	-0.919255	15.627202	6.052247	0.009831	3.3
59	-0.897256	15.548704	6.065246	0.009963	3.6
60	-0.884419	16.494851	5.912195	0.010739	3.3
